smooth_used,prom_used,min_sep_s_used,n_peaks_used,delta_mean,zeta,T_mean,omega_d,omega_n,J2,m2,l2,b2
0.02,0.1,0.5,6,,,,,,2.929e-05,0.00377,0.1472,
