index,t_step,y0,y1,u0_V,u1_V,dV,domega,K_rad_per_s_per_V,tau_s
3737,30.000727,-194.268848,185.12894599999998,-2.932551319648094,2.932551319648094,5.865102639296188,379.397794,64.687323877,0.03553388106172761
8722,32.500878,192.189154,-188.85983249999998,2.932551319648094,-2.932551319648094,-5.865102639296188,-381.04898649999996,64.96885219824999,0.034798438143916144
13699,35.000519,-194.31768499999998,184.66008449999998,-2.932551319648094,2.932551319648094,5.865102639296188,378.97776949999997,64.61570969975,0.036140001910901276
18687,37.500847,193.8183795,-188.2271105,2.932551319648094,-2.932551319648094,-5.865102639296188,-382.04549,65.138756045,0.03523629703636999
23674,40.00084,-194.34412600000002,185.7888515,-2.932551319648094,2.932551319648094,5.865102639296188,380.13297750000004,64.81267266375,0.03440150999075797
28626,42.500581,193.86391700000001,-188.541212,2.932551319648094,-2.932551319648094,-5.865102639296188,-382.405129,65.2000744945,0.03622758141432314
33610,45.000502,-194.3290275,185.677319,-2.932551319648094,2.932551319648094,5.865102639296188,380.0063465,64.79108207825,0.03475411086371594
38597,47.500899,193.618548,-187.325596,2.932551319648094,-2.932551319648094,-5.865102639296188,-380.944144,64.950976552,0.036873614795197796
