frequency_hz,num_samples,time_start_s,time_end_s,duration_s,amplitude_set,command_peak_est,angle_peak_est,velocity_peak_est
5.0,10027,152.056662,157.080661,5.023999000000003,350.0,349.999995,1323.205633,214.8706
