frequency_hz,num_samples,time_start_s,time_end_s,duration_s,amplitude_set,command_peak_est,angle_peak_est,velocity_peak_est
0.1,44030,44.517105,66.750042,22.232936999999993,300.0,300.0,567.999656,575.919756
