frequency_hz,num_samples,time_start_s,time_end_s,duration_s,amplitude_set,command_peak_est,angle_peak_est,velocity_peak_est
0.05,41863,16.060249,37.246432,21.186183,200.0,200.0,1136.078179,394.539208
