time_from_move_start_s,Unshaped_command_deg_s,Unshaped_actual_deg_s,Unshaped_command_pct,ZV_command_deg_s,ZV_actual_deg_s,ZV_command_pct,ZVD_command_deg_s,ZVD_actual_deg_s,ZVD_command_pct,Two-mode ZV_command_deg_s,Two-mode ZV_actual_deg_s,Two-mode ZV_command_pct
4.42,0.0,0.11,0.0,16.2,32.03,50.0,32.4,32.77,100.0,16.2,17.04,50.0
4.44,0.0,0.15,0.0,16.2,32.36,50.0,32.4,32.49,100.0,16.2,17.24,50.0
4.46,0.0,0.09,0.0,16.2,32.91,50.0,32.4,32.14,100.0,16.2,17.06,50.0
4.48,0.0,0.18,0.0,16.2,32.39,50.0,32.4,31.99,100.0,16.2,16.62,50.0
4.5,0.0,0.25,0.0,16.2,32.03,50.0,32.4,32.49,100.0,16.2,16.13,50.0
4.52,0.0,0.09,0.0,16.2,31.95,50.0,32.4,32.53,100.0,16.2,15.78,50.0
4.54,0.0,0.04,0.0,16.2,32.51,50.0,32.4,32.36,100.0,16.2,15.52,50.0
4.56,0.0,0.01,0.0,16.2,32.73,50.0,32.4,32.0,100.0,16.2,15.27,50.0
4.58,0.0,-0.03,0.0,16.2,32.4,50.0,32.4,32.19,100.0,16.2,15.12,50.0
4.6,0.0,-0.07,0.0,16.2,32.13,50.0,32.4,32.49,100.0,16.2,15.09,50.0
4.62,0.0,-0.07,0.0,16.2,32.19,50.0,32.4,32.58,100.0,16.2,15.58,50.0
4.64,0.0,0.03,0.0,16.2,32.67,50.0,32.4,32.44,100.0,16.2,15.92,50.0
4.66,0.0,0.02,0.0,16.2,32.52,50.0,32.4,32.22,100.0,16.2,16.18,50.0
4.68,0.0,-0.03,0.0,16.2,32.25,50.0,32.4,32.01,100.0,16.2,16.52,50.0
4.7,0.0,-0.06,0.0,16.2,31.94,50.0,32.4,32.32,100.0,16.2,16.61,50.0
4.72,0.0,-0.05,0.0,16.2,32.37,50.0,32.4,32.64,100.0,16.2,16.53,50.0
4.74,0.0,-0.02,0.0,16.2,32.62,50.0,32.4,32.46,100.0,16.2,16.36,50.0
4.76,0.0,0.01,0.0,16.2,32.46,50.0,32.4,32.18,100.0,16.2,16.18,50.0
4.78,0.0,0.02,0.0,16.2,32.1,50.0,32.4,32.06,100.0,16.2,16.02,50.0
4.8,0.0,0.02,0.0,11.5,31.9,35.5,32.4,32.54,100.0,16.2,16.12,50.0
4.82,0.0,-0.01,0.0,1.05,31.91,3.2,32.4,32.59,100.0,12.96,15.56,40.0
4.84,0.0,-0.0,0.0,0.0,30.06,0.0,29.7,32.13,91.7,8.1,14.33,25.0
4.86,0.0,0.0,0.0,0.0,27.65,0.0,18.9,30.56,58.3,8.1,11.03,25.0
4.88,0.0,-0.0,0.0,0.0,24.83,0.0,16.2,28.26,50.0,8.1,9.22,25.0
4.9,0.0,0.01,0.0,0.0,21.78,0.0,16.2,25.5,50.0,8.1,8.5,25.0
4.92,0.0,0.02,0.0,0.0,18.87,0.0,16.2,22.1,50.0,8.1,8.72,25.0
4.94,0.0,0.01,0.0,0.0,16.23,0.0,16.2,19.75,50.0,8.1,8.85,25.0
4.96,0.0,-0.02,0.0,0.0,12.81,0.0,16.2,18.21,50.0,8.1,8.9,25.0
4.98,0.0,-0.03,0.0,0.0,9.51,0.0,16.2,18.0,50.0,8.1,8.76,25.0
5.0,0.0,-0.01,0.0,0.0,6.52,0.0,16.2,17.87,50.0,8.1,8.54,25.0
5.02,0.0,0.0,0.0,0.0,4.51,0.0,16.2,17.8,50.0,8.1,8.27,25.0
5.04,0.0,0.01,0.0,0.0,2.71,0.0,16.2,17.8,50.0,8.1,8.08,25.0
5.06,0.0,0.01,0.0,0.0,1.08,0.0,16.2,17.24,50.0,8.1,7.83,25.0
5.08,0.0,0.02,0.0,0.0,0.34,0.0,16.2,16.54,50.0,7.29,7.39,22.5
5.1,0.0,0.01,0.0,0.0,-0.07,0.0,16.2,16.0,50.0,1.89,6.12,5.8
5.12,0.0,0.01,0.0,0.0,-0.12,0.0,16.2,15.27,50.0,0.0,4.51,0.0
5.14,0.0,-0.03,0.0,0.0,-0.22,0.0,16.2,14.57,50.0,0.0,2.69,0.0
5.16,0.0,-0.04,0.0,0.0,-0.33,0.0,16.2,14.18,50.0,0.0,0.78,0.0
5.18,0.0,0.01,0.0,0.0,-0.44,0.0,16.2,14.17,50.0,0.0,0.05,0.0
5.2,0.0,0.01,0.0,0.0,-0.34,0.0,16.2,14.41,50.0,0.0,-0.04,0.0
5.22,0.0,-0.0,0.0,0.0,-0.19,0.0,16.2,15.0,50.0,0.0,0.01,0.0
5.24,0.0,-0.03,0.0,0.0,-0.01,0.0,16.2,15.38,50.0,0.0,0.03,0.0
5.26,0.0,-0.04,0.0,0.0,0.08,0.0,16.2,15.72,50.0,0.0,0.03,0.0
5.28,0.0,-0.04,0.0,0.0,0.13,0.0,16.2,16.29,50.0,0.0,0.02,0.0
5.3,0.0,-0.02,0.0,0.0,0.12,0.0,16.2,16.69,50.0,0.0,-0.01,0.0
5.32,0.0,-0.0,0.0,0.0,0.07,0.0,16.2,16.97,50.0,0.0,-0.04,0.0
5.34,0.0,0.01,0.0,0.0,0.06,0.0,16.2,17.03,50.0,0.0,-0.02,0.0
5.36,0.0,0.01,0.0,0.0,0.11,0.0,16.2,16.86,50.0,0.0,-0.02,0.0
5.38,0.0,0.01,0.0,0.0,0.13,0.0,16.2,16.6,50.0,0.0,-0.02,0.0
5.4,0.0,-0.0,0.0,0.0,0.11,0.0,16.2,16.41,50.0,0.0,-0.01,0.0
5.42,0.0,-0.02,0.0,0.0,0.03,0.0,16.2,16.53,50.0,0.0,-0.02,0.0
5.44,0.0,0.0,0.0,0.0,-0.01,0.0,16.2,16.73,50.0,0.0,-0.03,0.0
5.46,0.0,0.02,0.0,0.0,-0.02,0.0,16.2,16.76,50.0,0.0,0.02,0.0
5.48,0.0,0.01,0.0,0.0,0.02,0.0,16.2,16.27,50.0,0.0,0.02,0.0
5.5,0.0,0.01,0.0,0.0,0.01,0.0,16.2,15.67,50.0,0.0,0.01,0.0
5.52,0.0,-0.0,0.0,0.0,-0.0,0.0,16.2,15.52,50.0,0.0,0.01,0.0
5.54,0.0,-0.02,0.0,0.0,-0.0,0.0,16.2,15.35,50.0,0.0,0.01,0.0
5.56,0.0,-0.01,0.0,0.0,0.03,0.0,16.2,15.15,50.0,0.0,-0.0,0.0
5.58,0.0,0.02,0.0,0.0,0.05,0.0,16.2,14.91,50.0,0.0,0.01,0.0
5.6,0.0,-0.01,0.0,0.0,0.04,0.0,16.2,14.99,50.0,0.0,0.01,0.0
5.62,0.0,-0.02,0.0,0.0,0.02,0.0,16.2,15.22,50.0,0.0,0.01,0.0
5.64,0.0,-0.01,0.0,0.0,0.01,0.0,16.2,15.52,50.0,0.0,0.0,0.0
5.66,0.0,-0.01,0.0,0.0,0.02,0.0,16.2,16.05,50.0,0.0,-0.02,0.0
5.68,0.0,-0.0,0.0,0.0,0.02,0.0,15.34,16.62,47.3,0.0,-0.03,0.0
5.7,0.0,0.02,0.0,0.0,0.01,0.0,11.02,16.96,34.0,0.0,-0.01,0.0
5.72,0.0,0.02,0.0,0.0,0.0,0.0,5.18,15.7,16.0,0.0,-0.0,0.0
5.74,0.0,0.0,0.0,0.0,0.01,0.0,0.0,13.41,0.0,0.0,-0.01,0.0
5.76,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,9.73,0.0,0.0,0.02,0.0
5.78,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,6.63,0.0,0.0,0.02,0.0
5.8,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,3.77,0.0,0.0,-0.0,0.0
5.82,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,0.85,0.0,0.0,-0.03,0.0
5.84,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,0.65,0.0,0.0,-0.03,0.0
5.86,0.0,0.02,0.0,0.0,-0.01,0.0,0.0,1.47,0.0,0.0,-0.02,0.0
5.88,0.0,0.03,0.0,0.0,-0.01,0.0,0.0,1.63,0.0,0.0,-0.04,0.0
5.9,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.83,0.0,0.0,-0.03,0.0
5.92,0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,-0.01,0.0
5.94,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.05,0.0,0.0,0.01,0.0
5.96,0.0,0.02,0.0,0.0,-0.0,0.0,0.0,-0.12,0.0,0.0,0.01,0.0
5.98,0.0,0.04,0.0,0.0,0.01,0.0,0.0,-0.22,0.0,0.0,-0.0,0.0
6.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,-0.21,0.0,0.0,-0.0,0.0
6.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.01,0.0
6.04,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.02,0.0,0.0,0.02,0.0
6.06,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0
6.08,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,-0.0,0.0
6.1,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,0.11,0.0,0.0,-0.01,0.0
6.12,0.0,-0.01,0.0,0.0,-0.02,0.0,0.0,0.13,0.0,0.0,-0.01,0.0
6.14,0.0,-0.0,0.0,0.0,-0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.0
6.16,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.03,0.0,0.0,0.01,0.0
6.18,0.0,0.02,0.0,0.0,-0.03,0.0,0.0,0.06,0.0,0.0,-0.0,0.0
6.2,0.0,0.01,0.0,0.0,-0.02,0.0,0.0,0.06,0.0,0.0,-0.0,0.0
6.22,0.0,-0.0,0.0,0.0,-0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0
6.24,0.0,-0.0,0.0,0.0,-0.03,0.0,0.0,0.01,0.0,0.0,0.03,0.0
6.26,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
6.28,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.02,0.0
6.3,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0
6.32,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0
6.34,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,-0.01,0.0
6.36,0.0,-0.03,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
6.38,0.0,-0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0
6.4,0.0,-0.02,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.0
6.42,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0
6.44,0.0,0.02,0.0,0.0,-0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0
6.46,0.0,0.02,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,0.05,0.0
6.48,0.0,0.03,0.0,0.0,-0.02,0.0,0.0,-0.02,0.0,0.0,0.03,0.0
6.5,0.0,0.02,0.0,0.0,-0.03,0.0,0.0,-0.01,0.0,0.0,0.0,0.0
6.52,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,-0.03,0.0
6.54,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,0.02,0.0,0.0,-0.01,0.0
6.56,0.0,0.02,0.0,0.0,-0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0
6.58,0.0,0.03,0.0,0.0,-0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0
6.6,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
6.62,0.0,0.02,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,0.01,0.0
6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.02,0.0
6.66,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0
6.68,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0
6.7,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.03,0.0
6.72,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0
6.74,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
6.76,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0
6.78,0.0,0.04,0.0,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,-0.0,0.0
6.8,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,-0.0,0.0
6.82,0.0,0.02,0.0,0.0,0.03,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
6.84,0.0,0.03,0.0,0.0,0.03,0.0,0.0,-0.02,0.0,0.0,0.03,0.0
6.86,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.02,0.0
6.88,0.0,0.01,0.0,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,-0.0,0.0
6.9,0.0,0.03,0.0,0.0,-0.03,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
6.92,0.0,0.02,0.0,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,0.01,0.0
6.94,0.0,0.01,0.0,0.0,0.02,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
6.96,0.0,-0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0
6.98,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.01,0.0
7.0,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,-0.0,0.0,0.0,0.01,0.0
7.02,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0
7.04,0.0,0.02,0.0,0.0,0.01,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
7.06,0.0,0.03,0.0,0.0,-0.0,0.0,0.0,-0.03,0.0,0.0,0.01,0.0
7.08,0.0,0.03,0.0,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,0.02,0.0
7.1,0.0,0.03,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,0.02,0.0
7.12,0.0,0.02,0.0,0.0,-0.03,0.0,0.0,-0.01,0.0,0.0,0.01,0.0
7.14,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.0
7.16,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,-0.01,0.0
7.18,0.0,0.0,0.0,0.0,0.04,0.0,0.0,-0.01,0.0,0.0,-0.02,0.0
7.2,0.0,0.0,0.0,0.0,0.03,0.0,0.0,-0.04,0.0,0.0,0.01,0.0
7.22,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.02,0.0
7.24,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
7.26,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,-0.0,0.0
7.28,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,-0.01,0.0
7.3,0.0,0.03,0.0,0.0,0.03,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0
7.32,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0
7.34,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,-0.02,0.0,0.0,0.01,0.0
7.36,0.0,-0.02,0.0,0.0,-0.01,0.0,0.0,-0.02,0.0,0.0,0.03,0.0
7.38,0.0,-0.03,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,-0.03,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
7.42,0.0,-0.02,0.0,0.0,-0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0
7.44,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,-0.01,0.0
7.46,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,-0.02,0.0
7.48,0.0,0.02,0.0,0.0,0.02,0.0,0.0,-0.0,0.0,0.0,-0.02,0.0
7.5,0.0,-0.01,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,-0.02,0.0
7.52,0.0,-0.01,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,-0.01,0.0
7.54,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,-0.0,0.0
7.56,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.04,0.0,0.0,0.02,0.0
7.58,0.0,0.01,0.0,0.0,-0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,-0.02,0.0
7.62,0.0,-0.02,0.0,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,-0.01,0.0
7.64,0.0,-0.04,0.0,0.0,0.04,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0
7.66,0.0,-0.02,0.0,0.0,0.03,0.0,0.0,-0.02,0.0,0.0,-0.02,0.0
7.68,0.0,0.01,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0
7.7,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
7.72,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.02,0.0
7.74,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,-0.0,0.0
7.76,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.78,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0
7.8,0.0,-0.0,0.0,0.0,-0.02,0.0,0.0,0.02,0.0,0.0,-0.04,0.0
7.82,0.0,-0.03,0.0,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,-0.03,0.0
7.84,0.0,-0.02,0.0,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0
7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.02,0.0
7.88,0.0,0.03,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0
7.9,0.0,0.01,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
7.92,0.0,-0.03,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0
7.94,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0
7.96,0.0,0.03,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.98,0.0,0.04,0.0,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,0.01,0.0
8.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,-0.01,0.0,0.0,0.03,0.0
8.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,-0.0,0.0,0.0,0.04,0.0
8.04,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0
8.06,0.0,0.01,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,-0.02,0.0
8.08,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.02,0.0,0.0,-0.02,0.0
8.1,0.0,-0.02,0.0,0.0,0.02,0.0,0.0,-0.02,0.0,0.0,-0.01,0.0
8.12,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,-0.02,0.0
8.14,0.0,-0.02,0.0,0.0,-0.0,0.0,0.0,0.01,0.0,0.0,-0.03,0.0
8.16,0.0,-0.03,0.0,0.0,-0.0,0.0,0.0,0.04,0.0,0.0,-0.03,0.0
8.18,0.0,-0.01,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,-0.02,0.0
8.2,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,0.02,0.0,0.0,-0.02,0.0
8.22,0.0,-0.01,0.0,0.0,-0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0
8.24,0.0,-0.02,0.0,0.0,-0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
8.26,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0
8.28,0.0,0.01,0.0,0.0,-0.0,0.0,0.0,-0.02,0.0,0.0,-0.03,0.0
8.3,0.0,0.03,0.0,0.0,0.02,0.0,0.0,-0.02,0.0,0.0,-0.0,0.0
8.32,0.0,0.02,0.0,0.0,0.02,0.0,0.0,-0.01,0.0,0.0,0.04,0.0
8.34,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,0.03,0.0
8.36,0.0,0.01,0.0,0.0,0.02,0.0,0.0,-0.0,0.0,0.0,0.02,0.0
8.38,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,0.01,0.0
8.4,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,-0.03,0.0,0.0,-0.0,0.0
8.42,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,-0.0,0.0
8.44,0.0,0.02,0.0,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,0.01,0.0
8.46,0.0,0.03,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0
8.48,0.0,0.01,0.0,0.0,0.02,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0
8.5,0.0,-0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
8.52,0.0,-0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0
8.54,0.0,-0.02,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,-0.01,0.0
8.56,0.0,-0.01,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,-0.03,0.0
8.58,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0
8.6,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,-0.02,0.0
8.62,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,-0.02,0.0,0.0,-0.02,0.0
8.64,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,-0.0,0.0
8.66,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.68,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
8.7,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0
8.72,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0
8.74,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
8.76,0.0,0.02,0.0,0.0,-0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0
8.78,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0
8.8,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,-0.01,0.0
8.82,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,-0.0,0.0
8.84,0.0,0.02,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0
8.86,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0
8.88,0.0,-0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0
8.9,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
8.92,0.0,0.01,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0
8.94,0.0,0.02,0.0,0.0,-0.01,0.0,0.0,-0.03,0.0,0.0,-0.0,0.0
8.96,0.0,-0.01,0.0,0.0,-0.02,0.0,0.0,-0.02,0.0,0.0,0.0,0.0
8.98,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,-0.0,0.0
