w_rad_s,f_hz,cable_len_equiv_m,bridge_A_unshaped_tf1.1,bridge_A_unshaped_tf1.6,bridge_A_unshaped_tf2.0,bridge_A_ZV_tf1.1,bridge_A_ZV_tf1.6,bridge_A_ZV_tf2.0,bridge_B_unshaped,bridge_B_ZV_0.91,bridge_B_ZVD_asrun_0.91,bridge_B_ZVD_textbook_0.91,bridge_B_EI5_0.91,tower_ZV_0.84,tower_ZVD_asrun,tower_ZVD_textbook,tower_2modeZV,shaperonly_ZV_0.91,shaperonly_ZVD_textbook_0.91,shaperonly_ZVD_asrun_0.91,shaperonly_ZV_0.84,shaperonly_2modeZV
3.822352,0.608346,0.671211,1.0,1.0,1.0,0.148708,0.148708,0.148708,1.0,0.167579,0.223687,0.028083,0.020513,0.034585,0.252119,0.028827,0.030081,0.167579,0.028083,0.17895,0.034585,0.030081
3.835279,0.610404,0.666694,1.0,1.0,1.0,0.154459,0.154459,0.154459,1.0,0.173375,0.221986,0.030059,0.018438,0.04001,0.25176,0.029012,0.034766,0.173375,0.030059,0.177588,0.04001,0.034766
3.848207,0.612461,0.662222,1.0,1.0,1.0,0.160203,0.160203,0.160203,1.0,0.179165,0.220252,0.0321,0.016295,0.045435,0.251348,0.029223,0.03944,0.179165,0.0321,0.176201,0.045435,0.03944
3.861134,0.614519,0.657795,1.0,1.0,1.0,0.165943,0.165943,0.165943,1.0,0.184949,0.218488,0.034206,0.014084,0.050858,0.250885,0.029464,0.044104,0.184949,0.034206,0.174791,0.050858,0.044104
3.874062,0.616576,0.653413,1.0,1.0,1.0,0.171677,0.171677,0.171677,1.0,0.190726,0.216699,0.036376,0.011805,0.05628,0.250371,0.029742,0.048757,0.190726,0.036376,0.173359,0.05628,0.048757
3.886989,0.618634,0.649074,1.0,1.0,1.0,0.177405,0.177405,0.177405,1.0,0.196497,0.214886,0.038611,0.009458,0.0617,0.249807,0.030058,0.053398,0.196497,0.038611,0.171909,0.0617,0.053398
3.899917,0.620691,0.644778,1.0,1.0,1.0,0.183127,0.183127,0.183127,1.0,0.202261,0.213055,0.040909,0.007045,0.067118,0.249195,0.030419,0.058029,0.202261,0.040909,0.170444,0.067118,0.058029
3.912844,0.622748,0.640524,1.0,1.0,1.0,0.188843,0.188843,0.188843,1.0,0.208018,0.211209,0.043271,0.004565,0.072534,0.248536,0.030828,0.062648,0.208018,0.043271,0.168967,0.072534,0.062648
3.925771,0.624806,0.636313,1.0,1.0,1.0,0.194552,0.194552,0.194552,1.0,0.213767,0.209352,0.045696,0.002019,0.077949,0.247831,0.03129,0.067255,0.213767,0.045696,0.167481,0.077949,0.067255
3.938699,0.626863,0.632143,1.0,1.0,1.0,0.200255,0.200255,0.200255,1.0,0.21951,0.207488,0.048184,0.000594,0.08336,0.247081,0.031809,0.071851,0.21951,0.048184,0.16599,0.08336,0.071851
3.951626,0.628921,0.628013,1.0,1.0,1.0,0.205951,0.205951,0.205951,1.0,0.225244,0.205622,0.050735,0.003272,0.08877,0.246289,0.032389,0.076435,0.225244,0.050735,0.164498,0.08877,0.076435
3.964554,0.630978,0.623925,1.0,1.0,1.0,0.21164,0.21164,0.21164,1.0,0.230971,0.20376,0.053348,0.006015,0.094176,0.245454,0.033033,0.081007,0.230971,0.053348,0.163008,0.094176,0.081007
3.977481,0.633036,0.619875,1.0,1.0,1.0,0.217322,0.217322,0.217322,1.0,0.23669,0.201906,0.056022,0.008823,0.09958,0.24458,0.033745,0.085566,0.23669,0.056022,0.161525,0.09958,0.085566
3.990409,0.635093,0.615866,1.0,1.0,1.0,0.222997,0.222997,0.222997,1.0,0.242401,0.200065,0.058758,0.011696,0.104982,0.243667,0.034526,0.090113,0.242401,0.058758,0.160052,0.104982,0.090113
4.003336,0.637151,0.611895,1.0,1.0,1.0,0.228664,0.228664,0.228664,1.0,0.248103,0.198244,0.061555,0.014633,0.110379,0.242718,0.035381,0.094648,0.248103,0.061555,0.158595,0.110379,0.094648
4.016264,0.639208,0.607962,1.0,1.0,1.0,0.234323,0.234323,0.234323,1.0,0.253797,0.196447,0.064413,0.017633,0.115774,0.241733,0.03631,0.09917,0.253797,0.064413,0.157158,0.115774,0.09917
4.029191,0.641266,0.604067,1.0,1.0,1.0,0.239975,0.239975,0.239975,1.0,0.259482,0.194683,0.067331,0.020697,0.121165,0.240717,0.037316,0.103678,0.259482,0.067331,0.155746,0.121165,0.103678
4.042118,0.643323,0.600209,1.0,1.0,1.0,0.245618,0.245618,0.245618,1.0,0.265158,0.192957,0.070309,0.023824,0.126553,0.239669,0.0384,0.108174,0.265158,0.070309,0.154365,0.126553,0.108174
4.055046,0.645381,0.596388,1.0,1.0,1.0,0.251253,0.251253,0.251253,1.0,0.270825,0.191275,0.073346,0.027013,0.131937,0.238593,0.039562,0.112656,0.270825,0.073346,0.15302,0.131937,0.112656
4.067973,0.647438,0.592604,1.0,1.0,1.0,0.256879,0.256879,0.256879,1.0,0.276482,0.189646,0.076442,0.030264,0.137317,0.237491,0.040804,0.117125,0.276482,0.076442,0.151717,0.137317,0.117125
4.080901,0.649496,0.588855,1.0,1.0,1.0,0.262497,0.262497,0.262497,1.0,0.28213,0.188077,0.079597,0.033577,0.142693,0.236365,0.042124,0.121581,0.28213,0.079597,0.150461,0.142693,0.121581
4.093828,0.651553,0.585142,1.0,1.0,1.0,0.268106,0.268106,0.268106,1.0,0.287768,0.186574,0.08281,0.036951,0.148065,0.235217,0.043525,0.126022,0.287768,0.08281,0.149259,0.148065,0.126022
4.106756,0.65361,0.581464,1.0,1.0,1.0,0.273706,0.273706,0.273706,1.0,0.293396,0.185147,0.086081,0.040385,0.153433,0.234051,0.045004,0.13045,0.293396,0.086081,0.148117,0.153433,0.13045
4.119683,0.655668,0.577821,1.0,1.0,1.0,0.279296,0.279296,0.279296,1.0,0.299014,0.183803,0.08941,0.04388,0.158796,0.232869,0.046561,0.134863,0.299014,0.08941,0.147042,0.158796,0.134863
4.132611,0.657725,0.574211,1.0,1.0,1.0,0.284877,0.284877,0.284877,1.0,0.304622,0.18255,0.092795,0.047434,0.164154,0.231674,0.048197,0.139263,0.304622,0.092795,0.14604,0.164154,0.139263
4.145538,0.659783,0.570636,1.0,1.0,1.0,0.290449,0.290449,0.290449,1.0,0.310219,0.181397,0.096236,0.051048,0.169507,0.230468,0.04991,0.143648,0.310219,0.096236,0.145117,0.169507,0.143648
4.158465,0.66184,0.567093,1.0,1.0,1.0,0.29601,0.29601,0.29601,1.0,0.315805,0.180352,0.099733,0.05472,0.174856,0.229256,0.051699,0.148018,0.315805,0.099733,0.144282,0.174856,0.148018
4.171393,0.663898,0.563584,1.0,1.0,1.0,0.301562,0.301562,0.301562,1.0,0.321381,0.179424,0.103286,0.05845,0.180199,0.22804,0.053563,0.152373,0.321381,0.103286,0.143539,0.180199,0.152373
4.18432,0.665955,0.560107,1.0,1.0,1.0,0.307103,0.307103,0.307103,1.0,0.326945,0.178622,0.106893,0.062238,0.185537,0.226824,0.055502,0.156714,0.326945,0.106893,0.142897,0.185537,0.156714
4.197248,0.668013,0.556662,1.0,1.0,1.0,0.312634,0.312634,0.312634,1.0,0.332498,0.177953,0.110555,0.066083,0.190869,0.22561,0.057513,0.161039,0.332498,0.110555,0.142362,0.190869,0.161039
4.210175,0.67007,0.553249,1.0,1.0,1.0,0.318155,0.318155,0.318155,1.0,0.33804,0.177427,0.114271,0.069984,0.196196,0.224404,0.059597,0.16535,0.33804,0.114271,0.141941,0.196196,0.16535
4.223103,0.672128,0.549867,1.0,1.0,1.0,0.323664,0.323664,0.323664,1.0,0.34357,0.17705,0.11804,0.073942,0.201517,0.223208,0.061752,0.169645,0.34357,0.11804,0.14164,0.201517,0.169645
4.23603,0.674185,0.546516,1.0,1.0,1.0,0.329163,0.329163,0.329163,1.0,0.349088,0.176832,0.121862,0.077955,0.206832,0.222027,0.063976,0.173924,0.349088,0.121862,0.141466,0.206832,0.173924
4.248957,0.676243,0.543195,1.0,1.0,1.0,0.334651,0.334651,0.334651,1.0,0.354594,0.17678,0.125737,0.082023,0.212141,0.220865,0.06627,0.178188,0.354594,0.125737,0.141424,0.212141,0.178188
4.261885,0.6783,0.539905,1.0,1.0,1.0,0.340127,0.340127,0.340127,1.0,0.360087,0.1769,0.129663,0.086146,0.217444,0.219726,0.068631,0.182436,0.360087,0.129663,0.14152,0.217444,0.182436
4.274812,0.680358,0.536644,1.0,1.0,1.0,0.345592,0.345592,0.345592,1.0,0.365568,0.177198,0.13364,0.090322,0.222741,0.218614,0.071059,0.186667,0.365568,0.13364,0.141759,0.222741,0.186667
4.28774,0.682415,0.533413,1.0,1.0,1.0,0.351045,0.351045,0.351045,1.0,0.371037,0.177682,0.137668,0.094552,0.22803,0.217533,0.073552,0.190883,0.371037,0.137668,0.142146,0.22803,0.190883
4.300667,0.684472,0.530211,1.0,1.0,1.0,0.356486,0.356486,0.356486,1.0,0.376492,0.178356,0.141747,0.098834,0.233314,0.21649,0.07611,0.195083,0.376492,0.141747,0.142685,0.233314,0.195083
4.313595,0.68653,0.527038,1.0,1.0,1.0,0.361915,0.361915,0.361915,1.0,0.381935,0.179225,0.145874,0.103168,0.23859,0.215487,0.078731,0.199266,0.381935,0.145874,0.14338,0.23859,0.199266
4.326522,0.688587,0.523893,1.0,1.0,1.0,0.367332,0.367332,0.367332,1.0,0.387365,0.180292,0.150051,0.107554,0.243859,0.21453,0.081415,0.203432,0.387365,0.150051,0.144233,0.243859,0.203432
4.33945,0.690645,0.520777,1.0,1.0,1.0,0.372736,0.372736,0.372736,1.0,0.392781,0.181561,0.154277,0.11199,0.249121,0.213625,0.084161,0.207581,0.392781,0.154277,0.145248,0.249121,0.207581
4.352377,0.692702,0.517687,1.0,1.0,1.0,0.378128,0.378128,0.378128,1.0,0.398183,0.183033,0.15855,0.116477,0.254376,0.212775,0.086968,0.211714,0.398183,0.15855,0.146427,0.254376,0.211714
4.365304,0.69476,0.514626,1.0,1.0,1.0,0.383507,0.383507,0.383507,1.0,0.403572,0.184711,0.16287,0.121014,0.259623,0.211987,0.089834,0.21583,0.403572,0.16287,0.147769,0.259623,0.21583
4.378232,0.696817,0.511591,1.0,1.0,1.0,0.388873,0.388873,0.388873,1.0,0.408946,0.186596,0.167237,0.125599,0.264862,0.211264,0.09276,0.219928,0.408946,0.167237,0.149277,0.264862,0.219928
4.391159,0.698875,0.508584,1.0,1.0,1.0,0.394226,0.394226,0.394226,1.0,0.414307,0.188686,0.17165,0.130233,0.270094,0.210614,0.095743,0.224009,0.414307,0.17165,0.150949,0.270094,0.224009
4.404087,0.700932,0.505602,1.0,1.0,1.0,0.399565,0.399565,0.399565,1.0,0.419653,0.190982,0.176109,0.134914,0.275318,0.21004,0.098784,0.228073,0.419653,0.176109,0.152786,0.275318,0.228073
4.417014,0.70299,0.502647,1.0,1.0,1.0,0.404891,0.404891,0.404891,1.0,0.424985,0.193482,0.180612,0.139643,0.280533,0.209548,0.101882,0.232119,0.424985,0.180612,0.154786,0.280533,0.232119
4.429942,0.705047,0.499718,1.0,1.0,1.0,0.410204,0.410204,0.410204,1.0,0.430302,0.196185,0.18516,0.144418,0.285741,0.209143,0.105035,0.236147,0.430302,0.18516,0.156948,0.285741,0.236147
4.442869,0.707105,0.496814,1.0,1.0,1.0,0.415502,0.415502,0.415502,1.0,0.435604,0.199086,0.189751,0.149238,0.29094,0.208831,0.108243,0.240158,0.435604,0.189751,0.159269,0.29094,0.240158
4.455796,0.709162,0.493935,1.0,1.0,1.0,0.420786,0.420786,0.420786,1.0,0.440891,0.202184,0.194385,0.154104,0.29613,0.208616,0.111505,0.24415,0.440891,0.194385,0.161747,0.29613,0.24415
4.468724,0.71122,0.491082,1.0,1.0,1.0,0.426057,0.426057,0.426057,1.0,0.446163,0.205475,0.199061,0.159014,0.301311,0.208503,0.114821,0.248124,0.446163,0.199061,0.16438,0.301311,0.248124
4.481651,0.713277,0.488253,1.0,1.0,1.0,0.431312,0.431312,0.431312,1.0,0.451419,0.208955,0.203779,0.163968,0.306484,0.208498,0.11819,0.25208,0.451419,0.203779,0.167164,0.306484,0.25208
4.494579,0.715334,0.485448,1.0,1.0,1.0,0.436553,0.436553,0.436553,1.0,0.45666,0.21262,0.208538,0.168965,0.311648,0.208606,0.121611,0.256017,0.45666,0.208538,0.170096,0.311648,0.256017
4.507506,0.717392,0.482667,1.0,1.0,1.0,0.44178,0.44178,0.44178,1.0,0.461885,0.216465,0.213338,0.174004,0.316802,0.20883,0.125083,0.259936,0.461885,0.213338,0.173172,0.316802,0.259936
4.520434,0.719449,0.479911,1.0,1.0,1.0,0.446991,0.446991,0.446991,1.0,0.467094,0.220485,0.218177,0.179085,0.321948,0.209175,0.128606,0.263836,0.467094,0.218177,0.176388,0.321948,0.263836
4.533361,0.721507,0.477178,1.0,1.0,1.0,0.452187,0.452187,0.452187,1.0,0.472286,0.224676,0.223055,0.184207,0.327083,0.209645,0.132179,0.267717,0.472286,0.223055,0.179741,0.327083,0.267717
4.546289,0.723564,0.474468,1.0,1.0,1.0,0.457368,0.457368,0.457368,1.0,0.477463,0.229033,0.227971,0.189369,0.332209,0.210244,0.135801,0.271579,0.477463,0.227971,0.183226,0.332209,0.271579
4.559216,0.725622,0.471781,1.0,1.0,1.0,0.462534,0.462534,0.462534,1.0,0.482623,0.23355,0.232925,0.194571,0.337325,0.210976,0.139472,0.275422,0.482623,0.232925,0.18684,0.337325,0.275422
4.572143,0.727679,0.469117,1.0,1.0,1.0,0.467684,0.467684,0.467684,1.0,0.487766,0.238222,0.237916,0.199812,0.342432,0.211844,0.143191,0.279246,0.487766,0.237916,0.190578,0.342432,0.279246
4.585071,0.729737,0.466475,1.0,1.0,1.0,0.472818,0.472818,0.472818,1.0,0.492892,0.243045,0.242943,0.20509,0.347528,0.212851,0.146958,0.28305,0.492892,0.242943,0.194436,0.347528,0.28305
4.597998,0.731794,0.463856,1.0,1.0,1.0,0.477936,0.477936,0.477936,1.0,0.498002,0.248014,0.248006,0.210406,0.352614,0.213999,0.150771,0.286835,0.498002,0.248006,0.198411,0.352614,0.286835
4.610926,0.733852,0.461259,1.0,1.0,1.0,0.483037,0.483037,0.483037,1.0,0.503094,0.253122,0.253103,0.215759,0.357689,0.215291,0.15463,0.2906,0.503094,0.253103,0.202498,0.357689,0.2906
4.623853,0.735909,0.458683,1.0,1.0,1.0,0.488123,0.488123,0.488123,1.0,0.508168,0.258366,0.258235,0.221147,0.362754,0.216728,0.158535,0.294346,0.508168,0.258235,0.206693,0.362754,0.294346
4.636781,0.737967,0.456129,1.0,1.0,1.0,0.493192,0.493192,0.493192,1.0,0.513226,0.263741,0.2634,0.226571,0.367809,0.218313,0.162484,0.298071,0.513226,0.2634,0.210993,0.367809,0.298071
4.649708,0.740024,0.453596,1.0,1.0,1.0,0.498244,0.498244,0.498244,1.0,0.518265,0.269242,0.268598,0.232028,0.372852,0.220047,0.166478,0.301777,0.518265,0.268598,0.215393,0.372852,0.301777
4.662636,0.742081,0.451084,1.0,1.0,1.0,0.503279,0.503279,0.503279,1.0,0.523286,0.274863,0.273829,0.23752,0.377885,0.22193,0.170516,0.305462,0.523286,0.273829,0.219891,0.377885,0.305462
4.675563,0.744139,0.448593,1.0,1.0,1.0,0.508298,0.508298,0.508298,1.0,0.52829,0.280602,0.27909,0.243044,0.382906,0.223962,0.174596,0.309128,0.52829,0.27909,0.224481,0.382906,0.309128
4.68849,0.746196,0.446123,1.0,1.0,1.0,0.513299,0.513299,0.513299,1.0,0.533275,0.286453,0.284382,0.248601,0.387916,0.226144,0.178719,0.312772,0.533275,0.284382,0.229162,0.387916,0.312772
4.701418,0.748254,0.443673,1.0,1.0,1.0,0.518283,0.518283,0.518283,1.0,0.538241,0.292412,0.289704,0.254189,0.392915,0.228477,0.182883,0.316396,0.538241,0.289704,0.233929,0.392915,0.316396
4.714345,0.750311,0.441243,1.0,1.0,1.0,0.523249,0.523249,0.523249,1.0,0.543189,0.298474,0.295054,0.259807,0.397902,0.230958,0.187089,0.32,0.543189,0.295054,0.23878,0.397902,0.32
4.727273,0.752369,0.438833,1.0,1.0,1.0,0.528198,0.528198,0.528198,1.0,0.548118,0.304637,0.300434,0.265455,0.402877,0.233587,0.191335,0.323583,0.548118,0.300434,0.24371,0.402877,0.323583
4.7402,0.754426,0.436443,1.0,1.0,1.0,0.533128,0.533128,0.533128,1.0,0.553028,0.310896,0.30584,0.271132,0.407841,0.236364,0.195621,0.327145,0.553028,0.30584,0.248717,0.407841,0.327145
4.753128,0.756484,0.434072,1.0,1.0,1.0,0.538041,0.538041,0.538041,1.0,0.557919,0.317248,0.311274,0.276838,0.412792,0.239287,0.199946,0.330686,0.557919,0.311274,0.253798,0.412792,0.330686
4.766055,0.758541,0.43172,1.0,1.0,1.0,0.542935,0.542935,0.542935,1.0,0.562791,0.323688,0.316734,0.282571,0.417731,0.242354,0.20431,0.334206,0.562791,0.316734,0.25895,0.417731,0.334206
4.778982,0.760599,0.429388,1.0,1.0,1.0,0.547811,0.547811,0.547811,1.0,0.567644,0.330213,0.322219,0.28833,0.422658,0.245563,0.208712,0.337705,0.567644,0.322219,0.264171,0.422658,0.337705
4.79191,0.762656,0.427074,1.0,1.0,1.0,0.552669,0.552669,0.552669,1.0,0.572476,0.336821,0.327729,0.294115,0.427573,0.248913,0.213151,0.341182,0.572476,0.327729,0.269456,0.427573,0.341182
4.804837,0.764714,0.424779,1.0,1.0,1.0,0.557508,0.557508,0.557508,1.0,0.577289,0.343506,0.333263,0.299926,0.432474,0.252401,0.217627,0.344638,0.577289,0.333263,0.274805,0.432474,0.344638
4.817765,0.766771,0.422503,1.0,1.0,1.0,0.562328,0.562328,0.562328,1.0,0.582082,0.350268,0.338819,0.30576,0.437364,0.256024,0.22214,0.348073,0.582082,0.338819,0.280214,0.437364,0.348073
4.830692,0.768829,0.420244,1.0,1.0,1.0,0.567128,0.567128,0.567128,1.0,0.586855,0.357101,0.344398,0.311618,0.44224,0.259781,0.226687,0.351485,0.586855,0.344398,0.285681,0.44224,0.351485
4.84362,0.770886,0.418004,1.0,1.0,1.0,0.57191,0.57191,0.57191,1.0,0.591607,0.364004,0.349999,0.317499,0.447103,0.263669,0.23127,0.354877,0.591607,0.349999,0.291203,0.447103,0.354877
4.856547,0.772943,0.415782,1.0,1.0,1.0,0.576673,0.576673,0.576673,1.0,0.596339,0.370973,0.35562,0.323401,0.451953,0.267685,0.235887,0.358246,0.596339,0.35562,0.296779,0.451953,0.358246
4.869475,0.775001,0.413577,1.0,1.0,1.0,0.581415,0.581415,0.581415,1.0,0.60105,0.378007,0.361261,0.329325,0.45679,0.271825,0.240538,0.361593,0.60105,0.361261,0.302405,0.45679,0.361593
4.882402,0.777058,0.41139,1.0,1.0,1.0,0.586139,0.586139,0.586139,1.0,0.605741,0.385101,0.366922,0.335268,0.461613,0.276088,0.245222,0.364918,0.605741,0.366922,0.30808,0.461613,0.364918
4.895329,0.779116,0.40922,1.0,1.0,1.0,0.590842,0.590842,0.590842,1.0,0.61041,0.392253,0.372601,0.341231,0.466422,0.28047,0.249939,0.368221,0.61041,0.372601,0.313802,0.466422,0.368221
4.908257,0.781173,0.407067,1.0,1.0,1.0,0.595525,0.595525,0.595525,1.0,0.615059,0.399461,0.378297,0.347212,0.471218,0.284969,0.254687,0.371502,0.615059,0.378297,0.319569,0.471218,0.371502
4.921184,0.783231,0.404931,1.0,1.0,1.0,0.600188,0.600188,0.600188,1.0,0.619686,0.406722,0.384011,0.353211,0.476,0.289581,0.259466,0.374761,0.619686,0.384011,0.325378,0.476,0.374761
4.934112,0.785288,0.402812,1.0,1.0,1.0,0.604831,0.604831,0.604831,1.0,0.624292,0.414035,0.38974,0.359227,0.480768,0.294304,0.264276,0.377997,0.624292,0.38974,0.331228,0.480768,0.377997
4.947039,0.787346,0.40071,1.0,1.0,1.0,0.609454,0.609454,0.609454,1.0,0.628876,0.421395,0.395485,0.365259,0.485522,0.299134,0.269116,0.38121,0.628876,0.395485,0.337116,0.485522,0.38121
4.959967,0.789403,0.398624,1.0,1.0,1.0,0.614055,0.614055,0.614055,1.0,0.633438,0.428802,0.401244,0.371306,0.490261,0.304069,0.273985,0.384401,0.633438,0.401244,0.343042,0.490261,0.384401
4.972894,0.791461,0.396554,1.0,1.0,1.0,0.618636,0.618636,0.618636,1.0,0.637979,0.436253,0.407017,0.377368,0.494986,0.309105,0.278883,0.387569,0.637979,0.407017,0.349003,0.494986,0.387569
4.985822,0.793518,0.3945,1.0,1.0,1.0,0.623197,0.623197,0.623197,1.0,0.642497,0.443746,0.412802,0.383443,0.499697,0.31424,0.283809,0.390714,0.642497,0.412802,0.354997,0.499697,0.390714
4.998749,0.795576,0.392462,1.0,1.0,1.0,0.627735,0.627735,0.627735,1.0,0.646993,0.451278,0.4186,0.38953,0.504392,0.319471,0.288762,0.393836,0.646993,0.4186,0.361023,0.504392,0.393836
5.011676,0.797633,0.39044,1.0,1.0,1.0,0.632253,0.632253,0.632253,1.0,0.651467,0.458848,0.424409,0.39563,0.509073,0.324794,0.293742,0.396935,0.651467,0.424409,0.367079,0.509073,0.396935
5.024604,0.799691,0.388434,1.0,1.0,1.0,0.63675,0.63675,0.63675,1.0,0.655918,0.466454,0.430229,0.40174,0.513739,0.330208,0.298749,0.400011,0.655918,0.430229,0.373163,0.513739,0.400011
5.037531,0.801748,0.386443,1.0,1.0,1.0,0.641224,0.641224,0.641224,1.0,0.660347,0.474093,0.436058,0.407861,0.51839,0.33571,0.30378,0.403064,0.660347,0.436058,0.379274,0.51839,0.403064
5.050459,0.803805,0.384467,1.0,1.0,1.0,0.645677,0.645677,0.645677,1.0,0.664752,0.481763,0.441896,0.413991,0.523025,0.341295,0.308837,0.406093,0.664752,0.441896,0.385411,0.523025,0.406093
5.063386,0.805863,0.382506,1.0,1.0,1.0,0.650109,0.650109,0.650109,1.0,0.669135,0.489464,0.447742,0.420129,0.527645,0.346963,0.313917,0.4091,0.669135,0.447742,0.391571,0.527645,0.4091
5.076314,0.80792,0.380561,1.0,1.0,1.0,0.654518,0.654518,0.654518,1.0,0.673495,0.497192,0.453595,0.426275,0.532249,0.35271,0.319021,0.412082,0.673495,0.453595,0.397753,0.532249,0.412082
5.089241,0.809978,0.37863,1.0,1.0,1.0,0.658905,0.658905,0.658905,1.0,0.677831,0.504945,0.459455,0.432427,0.536838,0.358534,0.324148,0.415041,0.677831,0.459455,0.403956,0.536838,0.415041
5.102168,0.812035,0.376713,1.0,1.0,1.0,0.66327,0.66327,0.66327,1.0,0.682144,0.512724,0.46532,0.438586,0.541411,0.364432,0.329298,0.417977,0.682144,0.46532,0.410179,0.541411,0.417977
5.115096,0.814093,0.374812,1.0,1.0,1.0,0.667612,0.667612,0.667612,1.0,0.686433,0.520524,0.47119,0.44475,0.545968,0.370402,0.334468,0.420889,0.686433,0.47119,0.416419,0.545968,0.420889
5.128023,0.81615,0.372924,1.0,1.0,1.0,0.671932,0.671932,0.671932,1.0,0.690698,0.528345,0.477064,0.450917,0.550509,0.376441,0.33966,0.423776,0.690698,0.477064,0.422676,0.550509,0.423776
5.140951,0.818208,0.371051,1.0,1.0,1.0,0.676229,0.676229,0.676229,1.0,0.69494,0.536185,0.482941,0.457089,0.555033,0.382547,0.344872,0.426641,0.69494,0.482941,0.428948,0.555033,0.426641
5.153878,0.820265,0.369192,1.0,1.0,1.0,0.680503,0.680503,0.680503,1.0,0.699157,0.544042,0.488821,0.463262,0.559542,0.388718,0.350104,0.429481,0.699157,0.488821,0.435233,0.559542,0.429481
5.166806,0.822323,0.367347,1.0,1.0,1.0,0.684754,0.684754,0.684754,1.0,0.703351,0.551914,0.494702,0.469437,0.564033,0.394951,0.355354,0.432297,0.703351,0.494702,0.441531,0.564033,0.432297
5.179733,0.82438,0.365516,1.0,1.0,1.0,0.688982,0.688982,0.688982,1.0,0.70752,0.559801,0.500584,0.475613,0.568508,0.401244,0.360623,0.435089,0.70752,0.500584,0.447841,0.568508,0.435089
5.192661,0.826438,0.363698,1.0,1.0,1.0,0.693187,0.693187,0.693187,1.0,0.711664,0.567699,0.506466,0.481789,0.572967,0.407595,0.365909,0.437856,0.711664,0.506466,0.454159,0.572967,0.437856
5.205588,0.828495,0.361894,1.0,1.0,1.0,0.697368,0.697368,0.697368,1.0,0.715784,0.575608,0.512347,0.487964,0.577408,0.414002,0.371212,0.4406,0.715784,0.512347,0.460487,0.577408,0.4406
5.218515,0.830553,0.360103,1.0,1.0,1.0,0.701525,0.701525,0.701525,1.0,0.719879,0.583527,0.518226,0.494137,0.581833,0.420462,0.376532,0.443319,0.719879,0.518226,0.466821,0.581833,0.443319
5.231443,0.83261,0.358325,1.0,1.0,1.0,0.705659,0.705659,0.705659,1.0,0.723949,0.591452,0.524103,0.500308,0.58624,0.426974,0.381867,0.446014,0.723949,0.524103,0.473162,0.58624,0.446014
5.24437,0.834667,0.356561,1.0,1.0,1.0,0.709769,0.709769,0.709769,1.0,0.727995,0.599384,0.529976,0.506475,0.59063,0.433535,0.387217,0.448684,0.727995,0.529976,0.479507,0.59063,0.448684
5.257298,0.836725,0.35481,1.0,1.0,1.0,0.713855,0.713855,0.713855,1.0,0.732014,0.60732,0.535845,0.512637,0.595002,0.440144,0.392582,0.45133,0.732014,0.535845,0.485856,0.595002,0.45133
5.270225,0.838782,0.353071,1.0,1.0,1.0,0.717917,0.717917,0.717917,1.0,0.736009,0.615259,0.541709,0.518795,0.599358,0.446799,0.39796,0.453951,0.736009,0.541709,0.492207,0.599358,0.453951
5.283153,0.84084,0.351345,1.0,1.0,1.0,0.721954,0.721954,0.721954,1.0,0.739978,0.623199,0.547568,0.524946,0.603695,0.453497,0.40335,0.456548,0.739978,0.547568,0.498559,0.603695,0.456548
5.29608,0.842897,0.349632,1.0,1.0,1.0,0.725967,0.725967,0.725967,1.0,0.743922,0.631139,0.55342,0.531091,0.608014,0.460237,0.408754,0.459119,0.743922,0.55342,0.504912,0.608014,0.459119
5.309008,0.844955,0.347932,1.0,1.0,1.0,0.729956,0.729956,0.729956,1.0,0.74784,0.639078,0.559264,0.537227,0.612316,0.467017,0.414168,0.461666,0.74784,0.559264,0.511263,0.612316,0.461666
5.321935,0.847012,0.346243,1.0,1.0,1.0,0.733919,0.733919,0.733919,1.0,0.751732,0.647014,0.565101,0.543356,0.6166,0.473836,0.419594,0.464188,0.751732,0.565101,0.517611,0.6166,0.464188
5.334862,0.84907,0.344567,1.0,1.0,1.0,0.737858,0.737858,0.737858,1.0,0.755598,0.654945,0.570928,0.549474,0.620865,0.480691,0.42503,0.466685,0.755598,0.570928,0.523956,0.620865,0.466685
5.34779,0.851127,0.342904,1.0,1.0,1.0,0.741772,0.741772,0.741772,1.0,0.759437,0.662871,0.576745,0.555583,0.625112,0.48758,0.430475,0.469158,0.759437,0.576745,0.530297,0.625112,0.469158
5.360717,0.853185,0.341252,1.0,1.0,1.0,0.745661,0.745661,0.745661,1.0,0.763251,0.670789,0.582552,0.56168,0.629341,0.494503,0.435929,0.471605,0.763251,0.582552,0.536631,0.629341,0.471605
5.373645,0.855242,0.339612,1.0,1.0,1.0,0.749525,0.749525,0.749525,1.0,0.767038,0.678699,0.588348,0.567765,0.633551,0.501457,0.441392,0.474027,0.767038,0.588348,0.542959,0.633551,0.474027
5.386572,0.8573,0.337984,1.0,1.0,1.0,0.753363,0.753363,0.753363,1.0,0.770799,0.686598,0.594131,0.573837,0.637743,0.508441,0.446861,0.476424,0.770799,0.594131,0.549279,0.637743,0.476424
5.3995,0.859357,0.336367,1.0,1.0,1.0,0.757176,0.757176,0.757176,1.0,0.774533,0.694487,0.599901,0.579896,0.641915,0.515453,0.452338,0.478796,0.774533,0.599901,0.555589,0.641915,0.478796
