w_rad_s,f_hz,cable_len_equiv_m,bridge_A_unshaped_tf1.1,bridge_A_unshaped_tf1.6,bridge_A_unshaped_tf2.0,bridge_A_ZV_tf1.1,bridge_A_ZV_tf1.6,bridge_A_ZV_tf2.0,bridge_B_unshaped,bridge_B_ZV_0.91,bridge_B_ZVD_asrun_0.91,bridge_B_ZVD_textbook_0.91,bridge_B_EI5_0.91,tower_ZV_0.84,tower_ZVD_asrun,tower_ZVD_textbook,tower_2modeZV,shaperonly_ZV_0.91,shaperonly_ZVD_textbook_0.91,shaperonly_ZVD_asrun_0.91,shaperonly_ZV_0.84,shaperonly_2modeZV
0.5,0.079577,39.2266,1.0,1.0,1.0,0.974794,0.974794,0.974794,1.0,0.974233,1.178827,0.949131,0.946587,0.978031,1.186702,0.954996,0.975804,0.974233,0.949131,0.943061,0.978031,0.975804
0.512927,0.081635,37.274241,1.0,1.0,1.0,0.97348,0.97348,0.97348,1.0,0.97289,1.175169,0.946515,0.94384,0.976885,1.183441,0.952677,0.974544,0.97289,0.946515,0.940135,0.976885,0.974544
0.525855,0.083692,35.464093,1.0,1.0,1.0,0.972132,0.972132,0.972132,1.0,0.971513,1.171425,0.943837,0.941029,0.97571,1.180103,0.950302,0.973252,0.971513,0.943837,0.93714,0.97571,0.973252
0.538782,0.08575,33.782673,1.0,1.0,1.0,0.970752,0.970752,0.970752,1.0,0.970102,1.167596,0.941098,0.938153,0.974506,1.176687,0.947872,0.971929,0.970102,0.941098,0.934077,0.974506,0.971929
0.55171,0.087807,32.218057,1.0,1.0,1.0,0.969339,0.969339,0.969339,1.0,0.968658,1.163682,0.938298,0.935212,0.973273,1.173195,0.945388,0.970575,0.968658,0.938298,0.930946,0.973273,0.970575
0.564637,0.089865,30.759672,1.0,1.0,1.0,0.967893,0.967893,0.967893,1.0,0.96718,1.159683,0.935437,0.932209,0.972012,1.169626,0.942849,0.96919,0.96718,0.935437,0.927747,0.972012,0.96919
0.577565,0.091922,29.398115,1.0,1.0,1.0,0.966415,0.966415,0.966415,1.0,0.965668,1.155601,0.932516,0.929141,0.970722,1.165981,0.940256,0.967773,0.965668,0.932516,0.924481,0.970722,0.967773
0.590492,0.09398,28.125,1.0,1.0,1.0,0.964903,0.964903,0.964903,1.0,0.964124,1.151435,0.929535,0.926011,0.969404,1.162261,0.937609,0.966325,0.964124,0.929535,0.921148,0.969404,0.966325
0.60342,0.096037,26.932829,1.0,1.0,1.0,0.963359,0.963359,0.963359,1.0,0.962546,1.147186,0.926494,0.922819,0.968057,1.158466,0.934909,0.964846,0.962546,0.926494,0.917749,0.968057,0.964846
0.616347,0.098095,25.814883,1.0,1.0,1.0,0.961783,0.961783,0.961783,1.0,0.960934,1.142855,0.923395,0.919565,0.966681,1.154596,0.932156,0.963337,0.960934,0.923395,0.914284,0.966681,0.963337
0.629274,0.100152,24.765127,1.0,1.0,1.0,0.960174,0.960174,0.960174,1.0,0.95929,1.138443,0.920237,0.916249,0.965277,1.150653,0.92935,0.961796,0.95929,0.920237,0.910755,0.965277,0.961796
0.642202,0.10221,23.778124,1.0,1.0,1.0,0.958532,0.958532,0.958532,1.0,0.957612,1.13395,0.917021,0.912872,0.963844,1.146636,0.926491,0.960224,0.957612,0.917021,0.90716,0.963844,0.960224
0.655129,0.104267,22.848972,1.0,1.0,1.0,0.956858,0.956858,0.956858,1.0,0.955901,1.129377,0.913747,0.909434,0.962383,1.142546,0.92358,0.958622,0.955901,0.913747,0.903502,0.962383,0.958622
0.668057,0.106325,21.973235,1.0,1.0,1.0,0.955151,0.955151,0.955151,1.0,0.954157,1.124725,0.910416,0.905936,0.960894,1.138383,0.920618,0.956989,0.954157,0.910416,0.89978,0.960894,0.956989
0.680984,0.108382,21.146898,1.0,1.0,1.0,0.953413,0.953413,0.953413,1.0,0.95238,1.119993,0.907028,0.902379,0.959376,1.134149,0.917604,0.955325,0.95238,0.907028,0.895994,0.959376,0.955325
0.693912,0.110439,20.366312,1.0,1.0,1.0,0.951642,0.951642,0.951642,1.0,0.95057,1.115183,0.903583,0.898763,0.95783,1.129843,0.914539,0.953631,0.95057,0.903583,0.892147,0.95783,0.953631
0.706839,0.112497,19.628162,1.0,1.0,1.0,0.949838,0.949838,0.949838,1.0,0.948727,1.110296,0.900083,0.895087,0.956256,1.125466,0.911424,0.951906,0.948727,0.900083,0.888237,0.956256,0.951906
0.719766,0.114554,18.929426,1.0,1.0,1.0,0.948003,0.948003,0.948003,1.0,0.946852,1.105333,0.896528,0.891354,0.954654,1.121019,0.908258,0.95015,0.946852,0.896528,0.884266,0.954654,0.95015
0.732694,0.116612,18.267348,1.0,1.0,1.0,0.946136,0.946136,0.946136,1.0,0.944943,1.100293,0.892917,0.887563,0.953023,1.116502,0.905042,0.948365,0.944943,0.892917,0.880234,0.953023,0.948365
0.745621,0.118669,17.639408,1.0,1.0,1.0,0.944236,0.944236,0.944236,1.0,0.943002,1.095178,0.889253,0.883715,0.951365,1.111916,0.901777,0.946549,0.943002,0.889253,0.876142,0.951365,0.946549
0.758549,0.120727,17.043298,1.0,1.0,1.0,0.942305,0.942305,0.942305,1.0,0.941028,1.089988,0.885534,0.879811,0.949678,1.107261,0.898463,0.944703,0.941028,0.885534,0.871991,0.949678,0.944703
0.771476,0.122784,16.476903,1.0,1.0,1.0,0.940341,0.940341,0.940341,1.0,0.939022,1.084725,0.881762,0.87585,0.947963,1.102539,0.8951,0.942827,0.939022,0.881762,0.86778,0.947963,0.942827
0.784404,0.124842,15.93828,1.0,1.0,1.0,0.938346,0.938346,0.938346,1.0,0.936983,1.079388,0.877937,0.871834,0.946221,1.097749,0.891689,0.94092,0.936983,0.877937,0.863511,0.946221,0.94092
0.797331,0.126899,15.425642,1.0,1.0,1.0,0.936319,0.936319,0.936319,1.0,0.934912,1.07398,0.87406,0.867763,0.94445,1.092892,0.88823,0.938984,0.934912,0.87406,0.859184,0.94445,0.938984
0.810259,0.128957,14.937346,1.0,1.0,1.0,0.934261,0.934261,0.934261,1.0,0.932808,1.0685,0.870131,0.863638,0.942652,1.087968,0.884724,0.937018,0.932808,0.870131,0.8548,0.942652,0.937018
0.823186,0.131014,14.471873,1.0,1.0,1.0,0.93217,0.93217,0.93217,1.0,0.930672,1.062949,0.866151,0.859459,0.940826,1.08298,0.88117,0.935022,0.930672,0.866151,0.850359,0.940826,0.935022
0.836113,0.133072,14.027823,1.0,1.0,1.0,0.930049,0.930049,0.930049,1.0,0.928504,1.057328,0.862121,0.855227,0.938972,1.077926,0.87757,0.932996,0.928504,0.862121,0.845863,0.938972,0.932996
0.849041,0.135129,13.603902,1.0,1.0,1.0,0.927895,0.927895,0.927895,1.0,0.926304,1.051639,0.85804,0.850942,0.93709,1.072808,0.873924,0.930941,0.926304,0.85804,0.841311,0.93709,0.930941
0.861968,0.137187,13.19891,1.0,1.0,1.0,0.925711,0.925711,0.925711,1.0,0.924072,1.045881,0.853909,0.846605,0.935181,1.067626,0.870232,0.928856,0.924072,0.853909,0.836705,0.935181,0.928856
0.874896,0.139244,12.811738,1.0,1.0,1.0,0.923495,0.923495,0.923495,1.0,0.921808,1.040056,0.84973,0.842216,0.933244,1.062382,0.866495,0.926742,0.921808,0.84973,0.832045,0.933244,0.926742
0.887823,0.141301,12.441356,1.0,1.0,1.0,0.921248,0.921248,0.921248,1.0,0.919512,1.034165,0.845502,0.837777,0.93128,1.057075,0.862713,0.924599,0.919512,0.845502,0.827332,0.93128,0.924599
0.900751,0.143359,12.086805,1.0,1.0,1.0,0.918969,0.918969,0.918969,1.0,0.917184,1.028207,0.841226,0.833288,0.929288,1.051706,0.858887,0.922426,0.917184,0.841226,0.822566,0.929288,0.922426
0.913678,0.145416,11.747198,1.0,1.0,1.0,0.91666,0.91666,0.91666,1.0,0.914824,1.022186,0.836904,0.828749,0.927269,1.046276,0.855017,0.920224,0.914824,0.836904,0.817749,0.927269,0.920224
0.926606,0.147474,11.421705,1.0,1.0,1.0,0.914319,0.914319,0.914319,1.0,0.912433,1.0161,0.832534,0.824161,0.925223,1.040786,0.851104,0.917993,0.912433,0.832534,0.81288,0.925223,0.917993
0.939533,0.149531,11.109555,1.0,1.0,1.0,0.911948,0.911948,0.911948,1.0,0.91001,1.009951,0.828119,0.819525,0.923149,1.035237,0.847147,0.915733,0.91001,0.828119,0.807961,0.923149,0.915733
0.95246,0.151589,10.810028,1.0,1.0,1.0,0.909545,0.909545,0.909545,1.0,0.907556,1.003741,0.823658,0.814841,0.921048,1.029628,0.843149,0.913444,0.907556,0.823658,0.802993,0.921048,0.913444
0.965388,0.153646,10.522454,1.0,1.0,1.0,0.907112,0.907112,0.907112,1.0,0.90507,0.997469,0.819152,0.81011,0.91892,1.023962,0.839108,0.911127,0.90507,0.819152,0.797975,0.91892,0.911127
0.978315,0.155704,10.246204,1.0,1.0,1.0,0.904649,0.904649,0.904649,1.0,0.902553,0.991137,0.814602,0.805332,0.916765,1.018238,0.835026,0.908781,0.902553,0.814602,0.79291,0.916765,0.908781
0.991243,0.157761,9.980692,1.0,1.0,1.0,0.902154,0.902154,0.902154,1.0,0.900005,0.984746,0.810009,0.800509,0.914583,1.012457,0.830903,0.906406,0.900005,0.810009,0.787797,0.914583,0.906406
1.00417,0.159819,9.725369,1.0,1.0,1.0,0.899629,0.899629,0.899629,1.0,0.897426,0.978296,0.805373,0.795641,0.912373,1.00662,0.82674,0.904003,0.897426,0.805373,0.782637,0.912373,0.904003
1.017098,0.161876,9.479718,1.0,1.0,1.0,0.897074,0.897074,0.897074,1.0,0.894815,0.97179,0.800694,0.790729,0.910137,1.000728,0.822536,0.901571,0.894815,0.800694,0.777432,0.910137,0.901571
1.030025,0.163934,9.243259,1.0,1.0,1.0,0.894488,0.894488,0.894488,1.0,0.892174,0.965226,0.795974,0.785773,0.907874,0.994782,0.818294,0.899111,0.892174,0.795974,0.772181,0.907874,0.899111
1.042952,0.165991,9.015538,1.0,1.0,1.0,0.891872,0.891872,0.891872,1.0,0.889501,0.958608,0.791213,0.780773,0.905585,0.988782,0.814012,0.896623,0.889501,0.791213,0.766886,0.905585,0.896623
1.05588,0.168049,8.79613,1.0,1.0,1.0,0.889226,0.889226,0.889226,1.0,0.886798,0.951935,0.786411,0.775732,0.903268,0.982729,0.809692,0.894107,0.886798,0.786411,0.761548,0.903268,0.894107
1.068807,0.170106,8.584635,1.0,1.0,1.0,0.88655,0.88655,0.88655,1.0,0.884065,0.945209,0.78157,0.770649,0.900925,0.976623,0.805334,0.891563,0.884065,0.78157,0.756167,0.900925,0.891563
1.081735,0.172163,8.380677,1.0,1.0,1.0,0.883843,0.883843,0.883843,1.0,0.8813,0.93843,0.77669,0.765525,0.898556,0.970467,0.800939,0.888992,0.8813,0.77669,0.750744,0.898556,0.888992
1.094662,0.174221,8.183902,1.0,1.0,1.0,0.881107,0.881107,0.881107,1.0,0.878506,0.9316,0.771772,0.760361,0.89616,0.96426,0.796507,0.886392,0.878506,0.771772,0.74528,0.89616,0.886392
1.10759,0.176278,7.993977,1.0,1.0,1.0,0.878341,0.878341,0.878341,1.0,0.87568,0.924719,0.766816,0.755157,0.893737,0.958003,0.792039,0.883765,0.87568,0.766816,0.739776,0.893737,0.883765
1.120517,0.178336,7.810587,1.0,1.0,1.0,0.875545,0.875545,0.875545,1.0,0.872825,0.91779,0.761823,0.749914,0.891289,0.951697,0.787536,0.881111,0.872825,0.761823,0.734232,0.891289,0.881111
1.133445,0.180393,7.633437,1.0,1.0,1.0,0.87272,0.87272,0.87272,1.0,0.869939,0.910812,0.756794,0.744634,0.888814,0.945343,0.782997,0.878429,0.869939,0.756794,0.728649,0.888814,0.878429
1.146372,0.182451,7.462246,1.0,1.0,1.0,0.869865,0.869865,0.869865,1.0,0.867023,0.903787,0.75173,0.739316,0.886312,0.938941,0.778423,0.87572,0.867023,0.75173,0.723029,0.886312,0.87572
1.159299,0.184508,7.29675,1.0,1.0,1.0,0.866981,0.866981,0.866981,1.0,0.864078,0.896715,0.74663,0.733962,0.883785,0.932494,0.773816,0.872983,0.864078,0.74663,0.717372,0.883785,0.872983
1.172227,0.186566,7.136698,1.0,1.0,1.0,0.864067,0.864067,0.864067,1.0,0.861102,0.889599,0.741497,0.728571,0.881231,0.926,0.769175,0.87022,0.861102,0.741497,0.711679,0.881231,0.87022
1.185154,0.188623,6.981856,1.0,1.0,1.0,0.861124,0.861124,0.861124,1.0,0.858097,0.882439,0.73633,0.723146,0.878652,0.919462,0.764501,0.86743,0.858097,0.73633,0.705951,0.878652,0.86743
1.198082,0.190681,6.831999,1.0,1.0,1.0,0.858152,0.858152,0.858152,1.0,0.855061,0.875235,0.73113,0.717686,0.876047,0.91288,0.759795,0.864613,0.855061,0.73113,0.700188,0.876047,0.864613
1.211009,0.192738,6.686915,1.0,1.0,1.0,0.855151,0.855151,0.855151,1.0,0.851997,0.86799,0.725898,0.712193,0.873415,0.906254,0.755058,0.861769,0.851997,0.725898,0.694392,0.873415,0.861769
1.223937,0.194796,6.546404,1.0,1.0,1.0,0.852121,0.852121,0.852121,1.0,0.848902,0.860705,0.720635,0.706667,0.870759,0.899587,0.750289,0.858899,0.848902,0.720635,0.688564,0.870759,0.858899
1.236864,0.196853,6.410276,1.0,1.0,1.0,0.849062,0.849062,0.849062,1.0,0.845779,0.85338,0.715342,0.701109,0.868076,0.892878,0.745489,0.856003,0.845779,0.715342,0.682704,0.868076,0.856003
1.249791,0.19891,6.27835,1.0,1.0,1.0,0.845975,0.845975,0.845975,1.0,0.842626,0.846016,0.710018,0.695519,0.865368,0.886128,0.74066,0.85308,0.842626,0.710018,0.676813,0.865368,0.85308
1.262719,0.200968,6.150456,1.0,1.0,1.0,0.842858,0.842858,0.842858,1.0,0.839444,0.838615,0.704666,0.689899,0.862634,0.879339,0.735801,0.850131,0.839444,0.704666,0.670892,0.862634,0.850131
1.275646,0.203025,6.026429,1.0,1.0,1.0,0.839714,0.839714,0.839714,1.0,0.836233,0.831178,0.699285,0.68425,0.859875,0.872511,0.730913,0.847156,0.836233,0.699285,0.664943,0.859875,0.847156
1.288574,0.205083,5.906117,1.0,1.0,1.0,0.83654,0.83654,0.83654,1.0,0.832993,0.823707,0.693877,0.678571,0.857091,0.865646,0.725997,0.844155,0.832993,0.693877,0.658965,0.857091,0.844155
1.301501,0.20714,5.789373,1.0,1.0,1.0,0.833339,0.833339,0.833339,1.0,0.829724,0.816201,0.688442,0.672864,0.854281,0.858743,0.721054,0.841128,0.829724,0.688442,0.652961,0.854281,0.841128
1.314429,0.209198,5.676055,1.0,1.0,1.0,0.830109,0.830109,0.830109,1.0,0.826427,0.808663,0.682981,0.66713,0.851446,0.851805,0.716084,0.838076,0.826427,0.682981,0.64693,0.851446,0.838076
1.327356,0.211255,5.566033,1.0,1.0,1.0,0.826851,0.826851,0.826851,1.0,0.823101,0.801093,0.677494,0.661369,0.848586,0.844831,0.711087,0.834998,0.823101,0.677494,0.640875,0.848586,0.834998
1.340284,0.213313,5.459178,1.0,1.0,1.0,0.823566,0.823566,0.823566,1.0,0.819746,0.793493,0.671983,0.655583,0.845701,0.837824,0.706064,0.831895,0.819746,0.671983,0.634795,0.845701,0.831895
1.353211,0.21537,5.355372,1.0,1.0,1.0,0.820252,0.820252,0.820252,1.0,0.816363,0.785865,0.666449,0.649771,0.842791,0.830783,0.701017,0.828767,0.816363,0.666449,0.628692,0.842791,0.828767
1.366138,0.217428,5.254498,1.0,1.0,1.0,0.816911,0.816911,0.816911,1.0,0.812952,0.778208,0.660891,0.643935,0.839856,0.82371,0.695944,0.825613,0.812952,0.660891,0.622566,0.839856,0.825613
1.379066,0.219485,5.156448,1.0,1.0,1.0,0.813542,0.813542,0.813542,1.0,0.809513,0.770525,0.655311,0.638076,0.836897,0.816606,0.690848,0.822435,0.809513,0.655311,0.61642,0.836897,0.822435
1.391993,0.221543,5.061117,1.0,1.0,1.0,0.810145,0.810145,0.810145,1.0,0.806045,0.762816,0.649709,0.632194,0.833912,0.809471,0.685729,0.819231,0.806045,0.649709,0.610253,0.833912,0.819231
1.404921,0.2236,4.968405,1.0,1.0,1.0,0.806721,0.806721,0.806721,1.0,0.80255,0.755084,0.644087,0.626291,0.830904,0.802307,0.680587,0.816003,0.80255,0.644087,0.604067,0.830904,0.816003
1.417848,0.225658,4.878218,1.0,1.0,1.0,0.80327,0.80327,0.80327,1.0,0.799027,0.747329,0.638444,0.620366,0.82787,0.795114,0.675423,0.812751,0.799027,0.638444,0.597863,0.82787,0.812751
1.430776,0.227715,4.790464,1.0,1.0,1.0,0.799791,0.799791,0.799791,1.0,0.795476,0.739552,0.632783,0.614422,0.824813,0.787894,0.670237,0.809474,0.795476,0.632783,0.591641,0.824813,0.809474
1.443703,0.229772,4.705057,1.0,1.0,1.0,0.796286,0.796286,0.796286,1.0,0.791898,0.731755,0.627103,0.608458,0.821731,0.780648,0.665031,0.806173,0.791898,0.627103,0.585404,0.821731,0.806173
1.456631,0.23183,4.621914,1.0,1.0,1.0,0.792753,0.792753,0.792753,1.0,0.788293,0.723938,0.621406,0.602476,0.818624,0.773376,0.659804,0.802847,0.788293,0.621406,0.579151,0.818624,0.802847
1.469558,0.233887,4.540955,1.0,1.0,1.0,0.789194,0.789194,0.789194,1.0,0.78466,0.716105,0.615691,0.596476,0.815494,0.76608,0.654558,0.799498,0.78466,0.615691,0.572884,0.815494,0.799498
1.482485,0.235945,4.462105,1.0,1.0,1.0,0.785608,0.785608,0.785608,1.0,0.781,0.708254,0.609961,0.590459,0.812339,0.75876,0.649293,0.796125,0.781,0.609961,0.566604,0.812339,0.796125
1.495413,0.238002,4.385291,1.0,1.0,1.0,0.781995,0.781995,0.781995,1.0,0.777313,0.700389,0.604216,0.584426,0.809161,0.751417,0.64401,0.792728,0.777313,0.604216,0.560311,0.809161,0.792728
1.50834,0.24006,4.310444,1.0,1.0,1.0,0.778356,0.778356,0.778356,1.0,0.773599,0.69251,0.598456,0.578378,0.805959,0.744054,0.63871,0.789308,0.773599,0.598456,0.554008,0.805959,0.789308
1.521268,0.242117,4.237497,1.0,1.0,1.0,0.774691,0.774691,0.774691,1.0,0.769859,0.684619,0.592682,0.572316,0.802733,0.73667,0.633392,0.785864,0.769859,0.592682,0.547695,0.802733,0.785864
1.534195,0.244175,4.166386,1.0,1.0,1.0,0.770999,0.770999,0.770999,1.0,0.766091,0.676717,0.586896,0.566241,0.799483,0.729266,0.628059,0.782397,0.766091,0.586896,0.541373,0.799483,0.782397
1.547123,0.246232,4.09705,1.0,1.0,1.0,0.767281,0.767281,0.767281,1.0,0.762298,0.668805,0.581098,0.560152,0.79621,0.721844,0.622709,0.778906,0.762298,0.581098,0.535044,0.79621,0.778906
1.56005,0.24829,4.02943,1.0,1.0,1.0,0.763538,0.763538,0.763538,1.0,0.758477,0.660885,0.575288,0.554052,0.792913,0.714405,0.617345,0.775393,0.758477,0.575288,0.528708,0.792913,0.775393
1.572977,0.250347,3.963471,1.0,1.0,1.0,0.759768,0.759768,0.759768,1.0,0.754631,0.652958,0.569468,0.547941,0.789593,0.706949,0.611967,0.771857,0.754631,0.569468,0.522366,0.789593,0.771857
1.585905,0.252405,3.899118,1.0,1.0,1.0,0.755973,0.755973,0.755973,1.0,0.750759,0.645025,0.563638,0.54182,0.78625,0.699479,0.606574,0.768299,0.750759,0.563638,0.51602,0.78625,0.768299
1.598832,0.254462,3.83632,1.0,1.0,1.0,0.752152,0.752152,0.752152,1.0,0.74686,0.637088,0.5578,0.53569,0.782883,0.691994,0.601169,0.764718,0.74686,0.5578,0.509671,0.782883,0.764718
1.61176,0.25652,3.775027,1.0,1.0,1.0,0.748306,0.748306,0.748306,1.0,0.742936,0.629149,0.551954,0.529551,0.779494,0.684496,0.595752,0.761114,0.742936,0.551954,0.503319,0.779494,0.761114
1.624687,0.258577,3.715191,1.0,1.0,1.0,0.744434,0.744434,0.744434,1.0,0.738986,0.621209,0.5461,0.523405,0.776081,0.676986,0.590323,0.757488,0.738986,0.5461,0.496967,0.776081,0.757488
1.637615,0.260634,3.656767,1.0,1.0,1.0,0.740537,0.740537,0.740537,1.0,0.73501,0.613269,0.54024,0.517252,0.772646,0.669466,0.584883,0.753841,0.73501,0.54024,0.490615,0.772646,0.753841
1.650542,0.262692,3.599709,1.0,1.0,1.0,0.736616,0.736616,0.736616,1.0,0.731009,0.60533,0.534374,0.511093,0.769187,0.661935,0.579432,0.750171,0.731009,0.534374,0.484264,0.769187,0.750171
1.66347,0.264749,3.543978,1.0,1.0,1.0,0.732669,0.732669,0.732669,1.0,0.726983,0.597395,0.528504,0.504929,0.765707,0.654396,0.573972,0.74648,0.726983,0.528504,0.477916,0.765707,0.74648
1.676397,0.266807,3.48953,1.0,1.0,1.0,0.728697,0.728697,0.728697,1.0,0.722931,0.589465,0.52263,0.498761,0.762203,0.64685,0.568503,0.742767,0.722931,0.52263,0.471572,0.762203,0.742767
1.689324,0.268864,3.436327,1.0,1.0,1.0,0.724701,0.724701,0.724701,1.0,0.718855,0.581541,0.516752,0.49259,0.758677,0.639297,0.563026,0.739033,0.718855,0.516752,0.465233,0.758677,0.739033
1.702252,0.270922,3.384333,1.0,1.0,1.0,0.72068,0.72068,0.72068,1.0,0.714754,0.573625,0.510873,0.486416,0.755129,0.631739,0.557541,0.735277,0.714754,0.510873,0.4589,0.755129,0.735277
1.715179,0.272979,3.333509,1.0,1.0,1.0,0.716635,0.716635,0.716635,1.0,0.710628,0.565718,0.504991,0.480241,0.751558,0.624176,0.552049,0.731501,0.710628,0.504991,0.452575,0.751558,0.731501
1.728107,0.275037,3.283821,1.0,1.0,1.0,0.712566,0.712566,0.712566,1.0,0.706477,0.557823,0.49911,0.474065,0.747965,0.616611,0.546551,0.727703,0.706477,0.49911,0.446258,0.747965,0.727703
1.741034,0.277094,3.235237,1.0,1.0,1.0,0.708472,0.708472,0.708472,1.0,0.702302,0.549939,0.493228,0.467889,0.744351,0.609044,0.541047,0.723885,0.702302,0.493228,0.439952,0.744351,0.723885
1.753962,0.279152,3.187722,1.0,1.0,1.0,0.704355,0.704355,0.704355,1.0,0.698102,0.542071,0.487347,0.461714,0.740714,0.601476,0.535538,0.720046,0.698102,0.487347,0.433657,0.740714,0.720046
1.766889,0.281209,3.141247,1.0,1.0,1.0,0.700213,0.700213,0.700213,1.0,0.693879,0.534218,0.481468,0.455541,0.737055,0.593909,0.530025,0.716187,0.693879,0.481468,0.427374,0.737055,0.716187
1.779817,0.283267,3.095781,1.0,1.0,1.0,0.696048,0.696048,0.696048,1.0,0.689631,0.526383,0.475591,0.449371,0.733375,0.586344,0.524508,0.712307,0.689631,0.475591,0.421106,0.733375,0.712307
1.792744,0.285324,3.051295,1.0,1.0,1.0,0.69186,0.69186,0.69186,1.0,0.68536,0.518567,0.469718,0.443204,0.729673,0.578781,0.518989,0.708407,0.68536,0.469718,0.414853,0.729673,0.708407
1.805671,0.287382,3.00776,1.0,1.0,1.0,0.687648,0.687648,0.687648,1.0,0.681065,0.510772,0.463849,0.437042,0.72595,0.571223,0.513467,0.704488,0.681065,0.463849,0.408617,0.72595,0.704488
1.818599,0.289439,2.965151,1.0,1.0,1.0,0.683412,0.683412,0.683412,1.0,0.676746,0.502999,0.457985,0.430885,0.722205,0.56367,0.507944,0.700548,0.676746,0.457985,0.4024,0.722205,0.700548
1.831526,0.291496,2.923441,1.0,1.0,1.0,0.679154,0.679154,0.679154,1.0,0.672404,0.495252,0.452127,0.424734,0.718439,0.556124,0.50242,0.696589,0.672404,0.452127,0.396201,0.718439,0.696589
1.844454,0.293554,2.882605,1.0,1.0,1.0,0.674873,0.674873,0.674873,1.0,0.668039,0.487531,0.446276,0.418589,0.714652,0.548586,0.496895,0.692611,0.668039,0.446276,0.390024,0.714652,0.692611
1.857381,0.295611,2.842619,1.0,1.0,1.0,0.670568,0.670568,0.670568,1.0,0.66365,0.479838,0.440432,0.412453,0.710843,0.541057,0.491372,0.688613,0.66365,0.440432,0.38387,0.710843,0.688613
1.870309,0.297669,2.803459,1.0,1.0,1.0,0.666242,0.666242,0.666242,1.0,0.659239,0.472175,0.434596,0.406326,0.707014,0.533539,0.485849,0.684597,0.659239,0.434596,0.37774,0.707014,0.684597
1.883236,0.299726,2.765102,1.0,1.0,1.0,0.661892,0.661892,0.661892,1.0,0.654805,0.464544,0.428769,0.400207,0.703164,0.526033,0.480328,0.680561,0.654805,0.428769,0.371635,0.703164,0.680561
1.896163,0.301784,2.727527,1.0,1.0,1.0,0.65752,0.65752,0.65752,1.0,0.650348,0.456947,0.422952,0.3941,0.699293,0.51854,0.47481,0.676506,0.650348,0.422952,0.365558,0.699293,0.676506
1.909091,0.303841,2.690713,1.0,1.0,1.0,0.653126,0.653126,0.653126,1.0,0.645868,0.449387,0.417146,0.388003,0.695401,0.511061,0.469295,0.672433,0.645868,0.417146,0.359509,0.695401,0.672433
1.922018,0.305899,2.65464,1.0,1.0,1.0,0.64871,0.64871,0.64871,1.0,0.641366,0.441864,0.411351,0.381918,0.691489,0.503598,0.463783,0.668342,0.641366,0.411351,0.353491,0.691489,0.668342
1.934946,0.307956,2.619287,1.0,1.0,1.0,0.644272,0.644272,0.644272,1.0,0.636843,0.434381,0.405568,0.375847,0.687557,0.496153,0.458277,0.664232,0.636843,0.405568,0.347505,0.687557,0.664232
1.947873,0.310014,2.584635,1.0,1.0,1.0,0.639812,0.639812,0.639812,1.0,0.632297,0.426941,0.399799,0.369789,0.683604,0.488726,0.452775,0.660105,0.632297,0.399799,0.341553,0.683604,0.660105
1.960801,0.312071,2.550667,1.0,1.0,1.0,0.63533,0.63533,0.63533,1.0,0.627729,0.419546,0.394043,0.363746,0.679631,0.48132,0.44728,0.655959,0.627729,0.394043,0.335637,0.679631,0.655959
1.973728,0.314129,2.517364,1.0,1.0,1.0,0.630827,0.630827,0.630827,1.0,0.623139,0.412197,0.388302,0.357718,0.675639,0.473935,0.441791,0.651796,0.623139,0.388302,0.329758,0.675639,0.651796
1.986656,0.316186,2.484709,1.0,1.0,1.0,0.626303,0.626303,0.626303,1.0,0.618528,0.404897,0.382577,0.351706,0.671626,0.466573,0.436309,0.647615,0.618528,0.382577,0.323918,0.671626,0.647615
1.999583,0.318244,2.452685,1.0,1.0,1.0,0.621757,0.621757,0.621757,1.0,0.613896,0.397649,0.376868,0.345711,0.667593,0.459236,0.430835,0.643417,0.613896,0.376868,0.318119,0.667593,0.643417
2.01251,0.320301,2.421277,1.0,1.0,1.0,0.61719,0.61719,0.61719,1.0,0.609242,0.390455,0.371176,0.339734,0.663541,0.451925,0.42537,0.639202,0.609242,0.371176,0.312364,0.663541,0.639202
2.025438,0.322358,2.390467,1.0,1.0,1.0,0.612603,0.612603,0.612603,1.0,0.604567,0.383317,0.365501,0.333776,0.659469,0.444642,0.419915,0.634969,0.604567,0.365501,0.306653,0.659469,0.634969
2.038365,0.324416,2.360243,1.0,1.0,1.0,0.607994,0.607994,0.607994,1.0,0.599871,0.376238,0.359845,0.327838,0.655378,0.437388,0.414469,0.63072,0.599871,0.359845,0.30099,0.655378,0.63072
2.051293,0.326473,2.330587,1.0,1.0,1.0,0.603365,0.603365,0.603365,1.0,0.595155,0.36922,0.354209,0.32192,0.651267,0.430165,0.409034,0.626455,0.595155,0.354209,0.295376,0.651267,0.626455
2.06422,0.328531,2.301488,1.0,1.0,1.0,0.598716,0.598716,0.598716,1.0,0.590418,0.362267,0.348593,0.316023,0.647138,0.422975,0.40361,0.622172,0.590418,0.348593,0.289814,0.647138,0.622172
2.077148,0.330588,2.272929,1.0,1.0,1.0,0.594047,0.594047,0.594047,1.0,0.58566,0.355381,0.342998,0.310148,0.642989,0.415819,0.398198,0.617874,0.58566,0.342998,0.284305,0.642989,0.617874
