frequency_hz,num_samples,time_start_s,time_end_s,duration_s,amplitude_set,command_peak_est,angle_peak_est,velocity_peak_est
0.1,31234,38.371486,54.098335,15.726849000000001,250.0,250.0,550.592532,266.243148
