"Time X-dir (sec)","X Payload Deflection (mm)","X Crane Position (mm)","X Actual Velocity (mm/sec)","X Command Velocity (mm/sec)","X Deflection Error (mm)","Time Y-dir (sec)","Y Payload Deflection (mm)","Y Crane Position (mm)","Y Actual Velocity (mm/sec)","Y Command Velocity (mm/sec)","Y Deflection Error (mm)"
0,-81,-308,0,799,0,0,8,-71,0,0,0
799,-81,-308,0,799,0,0.047722,7,-71,0,0,0
799,-81,-308,0,799,0,0.150133,4,-71,0,0,0
799,-82,-308,0,799,0,0.200803,2,-71,0,0,0
799,-84,-308,0,799,0,0.354447,1,-71,0,0,0
799,-84,-308,0,799,0,0.404614,1,-71,0,0,0
799,-84,-308,0,799,0,0.50729,0,-71,0,0,0
799,-85,-308,0,799,0,0.557684,0,-71,0,0,0
799,-85,-308,0,799,0,0.660224,2,-71,0,0,0
799,-85,-308,0,799,0,0.710688,2,-71,0,0,0
799,-85,-308,0,799,0,0.813167,5,-71,0,0,0
799,-85,-308,0,799,0,0.86374,6,-71,0,0,0
799,-84,-308,0,799,0,0.96631,10,-71,0,0,0
799,-84,-308,0,799,0,1.016769,11,-71,0,0,0
799,-82,-308,0,799,0,1.119703,13,-71,0,0,0
799,-82,-308,0,799,0,1.169786,13,-71,0,0,0
799,-81,-308,0,799,0,1.272249,14,-71,0,0,0
799,-81,-308,0,799,0,1.322787,16,-71,0,0,0
799,-81,-308,0,799,0,1.476262,14,-71,0,0,0
799,-80,-308,0,799,0,1.526803,14,-71,0,0,0
799,-80,-308,0,799,0,1.629306,12,-71,16,0,1
799,-80,-308,0,799,0,1.679993,11,-69,64,0,1
799,-81,-308,0,799,0,1.782334,17,-58,100,0,1
799,-81,-308,0,799,0,1.832881,21,-53,100,0,1
799,-81,-308,0,799,0,1.935258,33,-42,100,0,1
799,-81,-308,0,799,0,1.985864,35,-37,100,0,1
799,-84,-308,0,799,0,2.088273,39,-26,100,0,1
799,-86,-308,0,799,0,2.343554,32,-2,100,0,1
799,-84,-308,0,799,0,2.445348,21,10,119,0,1
799,-85,-308,0,799,0,2.496142,17,17,167,0,1
799,-86,-308,0,799,0,2.598366,18,39,200,0,1
799,-85,-308,0,799,0,2.649315,18,48,200,0,1
799,-85,-308,0,799,0,2.751437,19,71,200,0,1
799,-86,-308,0,799,0,2.802208,19,81,200,0,1
799,-82,-308,0,799,0,2.955627,16,103,200,0,1
799,-82,-308,0,799,0,2.955627,14,112,200,0,1
799,-84,-308,0,799,0,3.108652,13,135,200,0,1
799,-81,-308,0,799,0,3.159178,11,144,200,0,1
799,-81,-308,0,799,0,3.261663,7,167,200,0,1
799,-82,-308,0,799,0,3.31215,6,176,200,0,1
799,-80,-308,0,799,0,3.414783,0,197,139,0,1
799,-80,-308,0,799,0,3.465246,-2,202,100,0,1
799,-82,-308,0,799,0,3.567737,-17,213,100,0,1
799,-81,-308,0,799,0,3.618207,-24,218,100,0,1
799,-82,-308,0,799,0,3.720741,-32,230,100,0,1
799,-84,-308,0,799,0,3.771235,-35,234,100,0,1
799,-84,-308,0,799,0,3.873872,-38,246,100,0,1
799,-84,-308,0,799,0,3.924195,-35,250,100,0,1
799,-85,-308,0,799,0,4.07757,-27,262,100,0,1
799,-85,-308,0,799,0,4.07757,-24,267,100,0,1
