"Time X-dir (sec)","X Payload Deflection (mm)","X Crane Position (mm)","X Actual Velocity (mm/sec)","X Command Velocity (mm/sec)","X Deflection Error (mm)","Time Y-dir (sec)","Y Payload Deflection (mm)","Y Crane Position (mm)","Y Actual Velocity (mm/sec)","Y Command Velocity (mm/sec)","Y Deflection Error (mm)"
0,-80,-308,0,799,0,0,12,-72,0,0,0
799,-80,-308,0,799,0,0.047565,11,-72,0,0,0
799,-80,-308,0,799,0,0.150107,10,-72,0,0,0
799,-81,-308,0,799,0,0.20069,8,-72,0,0,0
799,-81,-308,0,799,0,0.303178,6,-72,0,0,0
799,-81,-308,0,799,0,0.35361,5,-72,0,0,0
799,-82,-308,0,799,0,0.456241,4,-72,0,0,0
799,-82,-308,0,799,0,0.506607,2,-72,0,0,0
799,-84,-308,0,799,0,0.609438,2,-72,0,0,0
799,-84,-308,0,799,0,0.659659,2,-72,0,0,1
799,-85,-308,0,799,0,0.762293,5,-66,106,0,1
799,-85,-308,0,799,0,0.8127651,10,-59,154,0,1
799,-85,-308,0,799,0,0.9661481,36,-38,200,0,1
799,-85,-308,0,799,0,1.068268,62,-14,200,0,1
799,-85,-308,0,799,0,1.170001,79,10,200,0,1
799,-84,-308,0,799,0,1.220888,84,19,200,0,1
799,-82,-308,0,799,0,1.323061,82,42,200,0,1
799,-84,-308,0,799,0,1.373878,80,52,200,0,1
799,-82,-308,0,799,0,1.526906,67,74,200,0,1
799,-81,-308,0,799,0,1.628701,42,98,200,0,1
799,-81,-308,0,799,0,1.7308,11,121,200,0,1
799,-80,-308,0,799,0,1.781755,-2,131,200,0,1
799,-81,-308,0,799,0,1.884164,-32,154,200,0,1
799,-82,-308,0,799,0,1.934893,-42,163,200,0,1
799,-80,-308,0,799,0,2.037189,-61,186,200,0,1
799,-81,-308,0,799,0,2.087853,-64,195,200,0,1
799,-84,-308,0,799,0,2.241411,-69,217,200,0,1
799,-82,-308,0,799,0,2.241411,-68,227,200,0,1
799,-85,-308,0,799,0,2.394291,-55,250,200,0,1
799,-85,-308,0,799,0,2.445009,-48,259,200,0,1
799,-86,-308,0,799,0,2.547247,-23,282,200,0,1
799,-86,-308,0,799,0,2.598193,-11,291,200,0,1
799,-87,-308,0,799,0,2.700325,19,312,133,0,1
799,-87,-308,0,799,0,2.751244,27,317,88,0,1
799,-86,-308,0,799,0,2.853395,37,320,-3,0,1
799,-86,-308,0,799,0,2.904259,35,320,0,0,1
799,-86,-308,0,799,0,3.006486,26,320,0,0,1
799,-85,-308,0,799,0,3.057129,21,320,0,0,1
799,-85,-308,0,799,0,3.159348,11,320,0,0,1
799,-84,-308,0,799,0,3.210226,6,320,0,0,1
799,-82,-308,0,799,0,3.363617,-7,320,0,0,1
799,-82,-308,0,799,0,3.363617,-11,320,0,0,1
799,-82,-308,0,799,0,3.51671,-19,320,0,0,1
799,-81,-308,0,799,0,3.567034,-21,320,0,0,1
799,-81,-308,0,799,0,3.669745,-24,320,0,0,1
799,-81,-308,0,799,0,3.720033,-24,320,0,0,1
799,-82,-308,0,799,0,3.822774,-18,320,0,0,1
799,-82,-308,0,799,0,3.872951,-16,320,0,0,1
