"Time X-dir (sec)","X Payload Deflection (mm)","X Crane Position (mm)","X Actual Velocity (mm/sec)","X Command Velocity (mm/sec)","X Deflection Error (mm)","Time Y-dir (sec)","Y Payload Deflection (mm)","Y Crane Position (mm)","Y Actual Velocity (mm/sec)","Y Command Velocity (mm/sec)","Y Deflection Error (mm)"
0,-116,-308,0,603,0,0,17,-69,0,0,0
603,-116,-308,0,603,0,0.098889,12,-69,0,0,0
603,-117,-308,0,603,0,0.201025,7,-69,0,0,0
603,-117,-308,0,603,0,0.353812,2,-69,0,0,0
603,-118,-308,0,603,0,0.456052,-1,-69,0,0,0
603,-119,-308,0,603,0,0.6091329,-2,-69,0,0,0
603,-119,-308,0,603,0,0.7110309,0,-69,0,0,0
603,-118,-308,0,603,0,0.8129529,4,-69,0,0,0
603,-118,-308,0,603,0,0.9151558,10,-69,0,0,0
603,-117,-308,0,603,0,1.068063,14,-69,0,0,0
603,-116,-308,0,603,0,1.169972,18,-69,0,0,0
603,-116,-308,0,603,0,1.323169,20,-69,0,0,0
603,-115,-308,0,603,0,1.425305,19,-69,0,0,0
603,-116,-308,0,603,0,1.527208,16,-69,0,0,0
603,-116,-308,0,603,0,1.680338,11,-69,0,0,0
603,-117,-308,0,603,0,1.781629,6,-69,0,0,0
603,-117,-308,0,603,0,1.883977,1,-69,0,0,0
603,-118,-308,0,603,0,2.037127,-1,-69,0,0,0
603,-118,-308,0,603,0,2.139406,-1,-69,0,0,0
603,-119,-308,0,603,0,2.293253,1,-69,0,0,0
603,-119,-308,0,603,0,2.394155,5,-69,0,0,0
603,-118,-308,0,603,0,2.496166,11,-69,0,0,0
603,-117,-308,0,603,0,2.598419,16,-69,0,0,0
603,-117,-308,0,603,0,2.751134,18,-69,0,0,0
603,-116,-308,0,603,0,2.853264,19,-69,0,0,0
603,-116,-308,0,603,0,3.006224,18,-69,0,0,0
603,-115,-308,0,603,0,3.108245,16,-69,0,0,0
603,-116,-308,0,603,0,3.210078,10,-69,0,0,0
603,-116,-308,0,603,0,3.363699,5,-69,10,0,1
603,-117,-308,0,603,0,3.46539,6,-61,100,0,1
603,-119,-308,0,603,0,3.566963,21,-50,100,0,1
603,-118,-308,0,603,0,3.720582,37,-37,100,0,1
603,-121,-308,0,603,0,3.823036,43,-25,100,0,1
603,-118,-308,0,603,0,3.924425,44,-13,100,0,1
603,-119,-308,0,603,0,4.077477,37,-1,100,0,1
603,-116,-308,0,603,0,4.179493,21,11,116,0,1
603,-118,-308,0,603,0,4.281803,12,31,200,0,1
603,-115,-308,0,603,0,4.43476,14,56,200,0,1
603,-117,-308,0,603,0,4.536509,17,79,200,0,1
603,-115,-308,0,603,0,4.689847,16,104,200,0,1
603,-116,-308,0,603,0,4.791703,16,127,199,0,1
603,-116,-308,0,603,0,4.893836,6,144,100,0,1
603,-118,-308,0,603,0,5.148825,-33,168,100,0,1
603,-119,-308,0,603,0,5.250732,-38,180,100,0,1
603,-119,-308,0,603,0,5.403686,-37,192,100,0,1
603,-119,-308,0,603,0,5.505907,-24,204,100,0,1
603,-119,-308,0,603,0,5.607317,-2,216,100,0,1
603,-118,-308,0,603,0,5.761262,20,227,54,0,1
603,-118,-308,0,603,0,5.862762,30,228,0,0,1
603,-116,-308,0,603,0,5.965001,25,228,0,0,1
603,-117,-308,0,603,0,6.118433,17,228,0,0,1
603,-116,-308,0,603,0,6.219762,7,228,0,0,1
603,-116,-308,0,603,0,6.321792,-2,228,0,0,1
603,-117,-308,0,603,0,6.4748,-10,228,0,0,1
603,-117,-308,0,603,0,6.577048,-12,228,0,0,1
603,-119,-308,0,603,0,6.831882,-4,228,0,0,1
603,-119,-308,0,603,0,6.933794,5,228,0,0,1
603,-119,-308,0,603,0,7.086855,16,228,0,0,1
603,-119,-308,0,603,0,7.188722,23,228,0,0,1
603,-118,-308,0,603,0,7.290964,29,228,0,0,1
603,-118,-308,0,603,0,7.443855,29,228,0,0,1
603,-117,-308,0,603,0,7.54559,24,228,0,0,1
603,-116,-308,0,603,0,7.648419,17,228,0,0,1
603,-116,-308,0,603,0,7.800809,7,228,0,0,1
603,-116,-308,0,603,0,7.903005,-2,228,0,0,1
603,-117,-308,0,603,0,8.005011,-8,228,0,0,1
603,-117,-308,0,603,0,8.158068,-11,228,0,0,1
603,-118,-308,0,603,0,8.260217,-10,228,0,0,1
603,-119,-308,0,603,0,8.362127,-4,228,0,0,1
603,-119,-308,0,603,0,8.514669,6,228,0,0,1
603,-119,-308,0,603,0,8.617121,16,228,0,0,1
603,-119,-308,0,603,0,8.770444,23,228,0,0,1
603,-118,-308,0,603,0,8.872356,27,228,0,0,1
603,-118,-308,0,603,0,8.974216,27,228,0,0,1
603,-117,-308,0,603,0,9.127461,24,228,0,0,1
603,-116,-308,0,603,0,9.229213,16,228,0,0,1
603,-116,-308,0,603,0,9.331475,6,228,0,0,1
603,-116,-308,0,603,0,9.484123,-2,228,0,0,1
603,-116,-308,0,603,0,9.586315,-8,228,0,0,1
603,-117,-308,0,603,0,9.688324,-11,228,0,0,1
603,-118,-308,0,603,0,9.841632,-8,228,0,0,1
603,-119,-308,0,603,0,9.943819,-2,228,0,0,1
603,-119,-308,0,603,0,10.04535,7,228,0,0,1
603,-119,-308,0,603,0,10.19854,16,228,0,0,1
603,-119,-308,0,603,0,10.30059,23,228,0,0,1
603,-119,-308,0,603,0,10.40282,27,228,0,0,1
603,-118,-308,0,603,0,10.55566,26,228,0,0,1
603,-117,-308,0,603,0,10.65745,21,228,0,0,1
603,-116,-308,0,603,0,10.75903,14,228,0,0,1
603,-116,-308,0,603,0,10.91214,6,228,0,0,1
603,-116,-308,0,603,0,11.01481,-2,228,0,0,1
603,-116,-308,0,603,0,11.16772,-7,228,0,0,1
603,-117,-308,0,603,0,11.26958,-10,228,0,0,1
603,-118,-308,0,603,0,11.37155,-7,228,0,0,1
603,-119,-308,0,603,0,11.52417,-1,228,0,0,1
603,-119,-308,0,603,0,11.62681,7,228,0,0,1
603,-119,-308,0,603,0,11.72869,16,228,0,0,1
603,-119,-308,0,603,0,11.88125,23,228,0,0,1
603,-119,-308,0,603,0,11.98363,26,228,0,0,1
603,-118,-308,0,603,0,12.08541,25,228,0,0,1
603,-117,-308,0,603,0,12.23897,20,228,0,0,1
603,-116,-308,0,603,0,12.34087,13,228,0,0,1
603,-116,-308,0,603,0,12.44262,5,228,0,0,1
603,-116,-308,0,603,0,12.5953,-2,228,0,0,1
603,-116,-308,0,603,0,12.69792,-7,228,0,0,1
603,-117,-308,0,603,0,12.85102,-8,228,0,0,1
603,-118,-308,0,603,0,12.95289,-6,228,0,0,1
603,-119,-308,0,603,0,13.05484,1,228,0,0,1
603,-119,-308,0,603,0,13.15705,8,228,0,0,1
603,-119,-308,0,603,0,13.31001,17,228,0,0,1
603,-119,-308,0,603,0,13.41149,23,228,0,0,1
