"Time X-dir (sec)","X Payload Deflection (mm)","X Crane Position (mm)","X Actual Velocity (mm/sec)","X Command Velocity (mm/sec)","X Deflection Error (mm)","Time Y-dir (sec)","Y Payload Deflection (mm)","Y Crane Position (mm)","Y Actual Velocity (mm/sec)","Y Command Velocity (mm/sec)","Y Deflection Error (mm)"
0,-72,-308,0,900,0,0,18,-70,0,0,0
900,-73,-308,0,900,0,0.153549,14,-70,0,0,0
900,-73,-308,0,900,0,0.306357,11,-70,0,0,0
900,-74,-308,0,900,0,0.356959,8,-70,0,0,0
900,-74,-308,0,900,0,0.459414,5,-70,0,0,0
900,-73,-308,0,900,0,0.510018,4,-70,0,0,0
900,-73,-308,0,900,0,0.612402,0,-70,0,0,0
900,-73,-308,0,900,0,0.663004,-1,-70,0,0,0
900,-72,-308,0,900,0,0.765359,-2,-70,0,0,0
900,-72,-308,0,900,0,0.8162041,-4,-70,0,0,0
900,-70,-308,0,900,0,0.9185581,-2,-70,0,0,0
900,-70,-308,0,900,0,0.9691271,-2,-70,0,0,0
900,-69,-308,0,900,0,1.071072,0,-70,0,0,0
900,-69,-308,0,900,0,1.122097,1,-70,0,0,0
900,-68,-308,0,900,0,1.224083,5,-70,0,0,0
900,-68,-308,0,900,0,1.275128,6,-70,0,0,0
900,-68,-308,0,900,0,1.428415,11,-70,0,0,0
900,-68,-308,0,900,0,1.428415,12,-70,0,0,0
900,-69,-308,0,900,0,1.581823,16,-70,0,0,0
900,-69,-308,0,900,0,1.632475,16,-70,0,0,0
900,-70,-308,0,900,0,1.734577,18,-70,0,0,0
900,-70,-308,0,900,0,1.785489,18,-70,0,0,0
900,-72,-308,0,900,0,1.887642,17,-70,0,0,0
900,-72,-308,0,900,0,1.938477,17,-70,0,0,0
900,-73,-308,0,900,0,2.040762,14,-70,0,0,1
900,-73,-308,0,900,0,2.091631,13,-69,34,0,1
900,-74,-308,0,900,0,2.193358,14,-60,100,0,1
900,-74,-308,0,900,0,2.244541,18,-56,100,0,1
900,-74,-308,0,900,0,2.346768,27,-44,100,0,1
900,-74,-308,0,900,0,2.397631,30,-39,100,0,1
900,-74,-308,0,900,0,2.550982,33,-28,100,0,1
900,-74,-308,0,900,0,2.550982,35,-23,100,0,1
900,-72,-308,0,900,0,2.70403,32,-12,100,0,1
900,-72,-308,0,900,0,2.754403,31,-8,100,0,1
900,-70,-308,0,900,0,2.856901,26,4,100,0,1
900,-69,-308,0,900,0,2.907464,23,9,100,0,1
900,-70,-308,0,900,0,3.010095,18,26,200,0,1
900,-70,-308,0,900,0,3.060453,19,35,200,0,1
900,-68,-308,0,900,0,3.162953,20,58,200,0,1
900,-68,-308,0,900,0,3.213815,21,67,200,0,1
900,-69,-308,0,900,0,3.316119,21,90,200,0,1
900,-68,-308,0,900,0,3.366397,20,99,200,0,1
900,-69,-308,0,900,0,3.469274,19,122,200,0,1
900,-69,-308,0,900,0,3.519467,17,130,178,0,1
900,-70,-308,0,900,0,3.673029,0,149,100,0,1
900,-72,-308,0,900,0,3.825974,-18,161,100,0,1
900,-72,-308,0,900,0,3.825974,-24,165,100,0,1
900,-74,-308,0,900,0,3.979334,-33,177,100,0,1
900,-74,-308,0,900,0,4.029633,-37,181,100,0,1
900,-74,-308,0,900,0,4.131953,-39,193,100,0,1
900,-74,-308,0,900,0,4.182612,-39,197,100,0,1
900,-74,-308,0,900,0,4.285014,-33,209,100,0,1
900,-74,-308,0,900,0,4.33558,-30,213,100,0,1
900,-74,-308,0,900,0,4.386888,-25,218,100,0,1
900,-74,-308,0,900,0,4.489081,-11,227,39,0,1
900,-74,-308,0,900,0,4.540182,-6,227,0,0,1
900,-73,-308,0,900,0,4.590638,-4,227,0,0,1
900,-73,-308,0,900,0,4.693282,1,227,0,0,1
900,-72,-308,0,900,0,4.744233,4,227,0,0,1
900,-72,-308,0,900,0,4.79466,6,227,0,0,1
900,-70,-308,0,900,0,4.897075,12,227,0,0,1
900,-70,-308,0,900,0,4.947789,14,227,0,0,1
900,-69,-308,0,900,0,5.050131,19,227,0,0,1
900,-69,-308,0,900,0,5.100727,20,227,0,0,1
900,-69,-308,0,900,0,5.203114,23,227,0,0,1
900,-69,-308,0,900,0,5.253938,24,227,0,0,1
900,-69,-308,0,900,0,5.356171,23,227,0,0,1
900,-69,-308,0,900,0,5.406863,21,227,0,0,1
900,-70,-308,0,900,0,5.5094,18,227,0,0,1
900,-70,-308,0,900,0,5.559843,16,227,0,0,1
900,-72,-308,0,900,0,5.661793,11,227,0,0,1
900,-72,-308,0,900,0,5.712777,8,227,0,0,1
900,-73,-308,0,900,0,5.866263,1,227,0,0,1
900,-73,-308,0,900,0,5.866263,0,227,0,0,1
900,-74,-308,0,900,0,6.019137,-5,227,0,0,1
900,-74,-308,0,900,0,6.070166,-6,227,0,0,1
