"Time X-dir (sec)","X Payload Deflection (mm)","X Crane Position (mm)","X Actual Velocity (mm/sec)","X Command Velocity (mm/sec)","X Deflection Error (mm)","Time Y-dir (sec)","Y Payload Deflection (mm)","Y Crane Position (mm)","Y Actual Velocity (mm/sec)","Y Command Velocity (mm/sec)","Y Deflection Error (mm)"
0,-82,-308,0,799,0,0,-13,-71,0,0,0
799,-81,-308,0,799,0,0.102575,-12,-71,0,0,0
799,-81,-308,0,799,0,0.153145,-11,-71,0,0,0
799,-80,-308,0,799,0,0.306578,-5,-71,0,0,0
799,-80,-308,0,799,0,0.306578,-2,-71,0,0,0
799,-80,-308,0,799,0,0.459588,5,-71,0,0,0
799,-80,-308,0,799,0,0.510089,8,-71,0,0,0
799,-81,-308,0,799,0,0.612569,17,-71,0,0,0
799,-81,-308,0,799,0,0.663148,19,-71,0,0,0
799,-82,-308,0,799,0,0.765562,25,-71,0,0,0
799,-82,-308,0,799,0,0.816141,26,-71,0,0,1
799,-84,-308,0,799,0,0.918259,30,-67,88,0,1
799,-85,-308,0,799,0,1.020818,41,-49,200,0,1
799,-85,-308,0,799,0,1.17381,66,-25,200,0,1
799,-86,-308,0,799,0,1.275673,75,-1,200,0,1
799,-87,-308,0,799,0,1.326475,80,8,200,0,1
799,-84,-308,0,799,0,1.428261,78,31,200,0,1
799,-84,-308,0,799,0,1.479485,72,40,200,0,1
799,-86,-308,0,799,0,1.581679,59,63,200,0,1
799,-82,-308,0,799,0,1.734705,31,87,200,0,1
799,-84,-308,0,799,0,1.836882,4,110,200,0,1
799,-82,-308,0,799,0,1.887412,-8,120,200,0,1
799,-80,-308,0,799,0,1.989845,-38,142,200,0,1
799,-81,-308,0,799,0,2.040392,-44,154,200,0,1
799,-81,-308,0,799,0,2.142793,-61,174,200,0,1
799,-80,-308,0,799,0,2.193383,-64,184,200,0,1
799,-82,-308,0,799,0,2.346921,-61,215,200,0,1
799,-81,-308,0,799,0,2.499754,-48,238,200,0,1
799,-84,-308,0,799,0,2.550664,-38,248,200,0,1
799,-84,-308,0,799,0,2.652797,-14,270,200,0,1
799,-84,-308,0,799,0,2.703864,-4,280,200,0,1
799,-86,-308,0,799,0,2.805916,29,302,190,0,1
799,-86,-308,0,799,0,2.856831,38,310,142,0,1
799,-86,-308,0,799,0,2.95898,50,320,31,0,1
799,-87,-308,0,799,0,3.009829,50,320,-6,0,1
799,-86,-308,0,799,0,3.111823,35,320,0,0,1
799,-86,-308,0,799,0,3.16277,27,320,0,0,1
799,-87,-308,0,799,0,3.264907,7,320,0,0,1
799,-86,-308,0,799,0,3.315735,-1,320,0,0,1
799,-86,-308,0,799,0,3.417972,-20,320,0,0,1
799,-85,-308,0,799,0,3.469157,-27,320,0,0,1
799,-84,-308,0,799,0,3.622336,-39,320,0,0,1
799,-84,-308,0,799,0,3.672627,-42,320,0,0,1
799,-82,-308,0,799,0,3.775232,-44,320,0,0,1
799,-82,-308,0,799,0,3.825781,-43,320,0,0,1
799,-81,-308,0,799,0,3.928308,-33,320,0,0,1
799,-81,-308,0,799,0,3.978641,-27,320,0,0,1
799,-82,-308,0,799,0,4.081349,-10,320,0,0,1
799,-82,-308,0,799,0,4.131946,-2,320,0,0,1
799,-82,-308,0,799,0,4.234868,18,320,0,0,1
799,-82,-308,0,799,0,4.284623,26,320,0,0,1
799,-84,-308,0,799,0,4.386908,43,320,0,0,1
799,-84,-308,0,799,0,4.437685,48,320,0,0,1
799,-85,-308,0,799,0,4.540435,57,320,0,0,1
799,-85,-308,0,799,0,4.590746,59,320,0,0,1
799,-86,-308,0,799,0,4.744186,56,320,0,0,1
799,-86,-308,0,799,0,4.794781,54,320,0,0,1
799,-86,-308,0,799,0,4.896729,41,320,0,0,1
799,-86,-308,0,799,0,4.947814,35,320,0,0,1
799,-87,-308,0,799,0,5.050233,16,320,0,0,1
799,-86,-308,0,799,0,5.100916,8,320,0,0,1
799,-86,-308,0,799,0,5.202777,-12,320,0,0,1
799,-85,-308,0,799,0,5.254011,-19,320,0,0,1
799,-84,-308,0,799,0,5.355852,-33,320,0,0,1
799,-84,-308,0,799,0,5.406865,-37,320,0,0,1
799,-82,-308,0,799,0,5.509278,-43,320,0,0,1
799,-82,-308,0,799,0,5.559931,-43,320,0,0,1
799,-81,-308,0,799,0,5.661893,-37,320,0,0,1
799,-81,-308,0,799,0,5.712927,-32,320,0,0,1
799,-81,-308,0,799,0,5.86637,-17,320,0,0,1
799,-81,-308,0,799,0,5.86637,-10,320,0,0,1
799,-82,-308,0,799,0,6.019337,10,320,0,0,1
799,-82,-308,0,799,0,6.070184,18,320,0,0,1
799,-84,-308,0,799,0,6.172376,36,320,0,0,1
799,-84,-308,0,799,0,6.223229,42,320,0,0,1
799,-85,-308,0,799,0,6.325377,53,320,0,0,1
799,-85,-308,0,799,0,6.37627,55,320,0,0,1
799,-86,-308,0,799,0,6.478412,56,320,0,0,1
799,-86,-308,0,799,0,6.5293,55,320,0,0,1
799,-86,-308,0,799,0,6.631503,45,320,0,0,1
799,-86,-308,0,799,0,6.682312,39,320,0,0,1
799,-87,-308,0,799,0,6.784496,24,320,0,0,1
799,-87,-308,0,799,0,6.835339,16,320,0,0,1
799,-86,-308,0,799,0,6.988935,-11,320,0,0,1
799,-85,-308,0,799,0,7.141857,-27,320,-16,0,0
