"Time X-dir (sec)","X Payload Deflection (mm)","X Crane Position (mm)","X Actual Velocity (mm/sec)","X Command Velocity (mm/sec)","X Deflection Error (mm)","Time Y-dir (sec)","Y Payload Deflection (mm)","Y Crane Position (mm)","Y Actual Velocity (mm/sec)","Y Command Velocity (mm/sec)","Y Deflection Error (mm)"
0,-70,-308,0,901,0,0,-1,-72,0,0,0
901,-70,-308,0,901,0,0.099429,0,-72,0,0,0
901,-70,-308,0,901,0,0.149792,1,-72,0,0,0
901,-69,-308,0,901,0,0.252319,4,-72,0,0,0
901,-69,-308,0,901,0,0.302875,5,-72,0,0,0
901,-69,-308,0,901,0,0.405326,8,-72,0,0,0
901,-69,-308,0,901,0,0.45585,10,-72,0,0,0
901,-69,-308,0,901,0,0.558378,12,-72,0,0,0
901,-69,-308,0,901,0,0.6089301,13,-72,0,0,0
901,-69,-308,0,901,0,0.7618781,16,-72,0,0,0
901,-69,-308,0,901,0,0.7618781,16,-72,0,0,0
901,-70,-308,0,901,0,0.9153491,16,-72,0,0,0
901,-70,-308,0,901,0,0.9658971,16,-72,0,0,0
901,-72,-308,0,901,0,1.06833,14,-72,0,0,0
901,-72,-308,0,901,0,1.118968,13,-72,0,0,0
901,-72,-308,0,901,0,1.221428,11,-72,0,0,0
901,-72,-308,0,901,0,1.272045,10,-72,0,0,0
901,-73,-308,0,901,0,1.374628,6,-71,37,0,1
901,-73,-308,0,901,0,1.425091,6,-68,85,0,1
901,-73,-308,0,901,0,1.527531,14,-52,199,0,1
901,-73,-308,0,901,0,1.578151,24,-43,200,0,1
901,-72,-308,0,901,0,1.680803,45,-20,200,0,1
901,-72,-308,0,901,0,1.730963,51,-11,200,0,1
901,-70,-308,0,901,0,1.884742,68,21,200,0,1
901,-72,-308,0,901,0,2.037487,69,44,200,0,1
901,-72,-308,0,901,0,2.088314,68,53,200,0,1
901,-69,-308,0,901,0,2.190485,59,76,200,0,1
901,-69,-308,0,901,0,2.241346,53,85,200,0,1
901,-70,-308,0,901,0,2.34311,36,108,200,0,1
901,-69,-308,0,901,0,2.394407,26,117,200,0,1
901,-69,-308,0,901,0,2.496559,1,139,200,0,1
901,-70,-308,0,901,0,2.547442,-7,148,200,0,1
901,-69,-308,0,901,0,2.649651,-30,172,200,0,1
901,-69,-308,0,901,0,2.700395,-37,181,200,0,1
901,-72,-308,0,901,0,2.802562,-49,203,172,0,1
901,-72,-308,0,901,0,2.853407,-54,210,127,0,1
901,-72,-308,0,901,0,2.955711,-67,218,10,0,1
901,-72,-308,0,901,0,3.006505,-73,218,1,0,1
901,-73,-308,0,901,0,3.159834,-87,218,0,0,1
901,-73,-308,0,901,0,3.159834,-88,218,0,0,1
901,-73,-308,0,901,0,3.21039,-88,218,0,0,1
901,-73,-308,0,901,0,3.312427,-79,218,0,0,1
901,-73,-308,0,901,0,3.363364,-72,218,0,0,1
901,-73,-308,0,901,0,3.41471,-63,218,0,0,1
901,-74,-308,0,901,0,3.516432,-36,218,0,0,1
901,-73,-308,0,901,0,3.567302,-23,218,0,0,1
901,-73,-308,0,901,0,3.720725,13,218,0,0,1
901,-73,-308,0,901,0,3.720725,27,218,0,0,1
901,-72,-308,0,901,0,3.873628,61,218,0,0,1
901,-72,-308,0,901,0,3.924508,72,218,0,0,1
901,-70,-308,0,901,0,4.026742,93,218,0,0,1
901,-70,-308,0,901,0,4.077603,99,218,0,0,1
901,-69,-308,0,901,0,4.179796,104,218,0,0,1
901,-69,-308,0,901,0,4.230475,102,218,0,0,1
901,-69,-308,0,901,0,4.332792,88,218,0,0,1
901,-69,-308,0,901,0,4.383596,80,218,0,0,1
901,-70,-308,0,901,0,4.485786,51,218,0,0,1
901,-70,-308,0,901,0,4.536622,38,218,0,0,1
901,-70,-308,0,901,0,4.638792,2,218,0,0,1
901,-70,-308,0,901,0,4.68965,-11,218,0,0,1
901,-72,-308,0,901,0,4.791901,-44,218,0,0,1
901,-72,-308,0,901,0,4.842663,-55,218,0,0,1
901,-72,-308,0,901,0,4.996121,-76,218,0,0,1
901,-72,-308,0,901,0,5.047203,-81,218,0,0,1
901,-73,-308,0,901,0,5.149177,-86,218,0,0,1
901,-73,-308,0,901,0,5.199627,-85,218,0,0,1
901,-73,-308,0,901,0,5.302151,-72,218,0,0,1
901,-74,-308,0,901,0,5.352501,-63,218,0,0,1
901,-74,-308,0,901,0,5.455047,-36,218,0,0,1
901,-74,-308,0,901,0,5.50569,-24,218,0,0,1
901,-73,-308,0,901,0,5.608265,12,218,0,0,1
901,-73,-308,0,901,0,5.658633,25,218,0,0,1
901,-73,-308,0,901,0,5.709773,38,218,0,0,1
901,-72,-308,0,901,0,5.811722,68,218,0,0,1
901,-72,-308,0,901,0,5.862612,78,218,0,0,1
901,-70,-308,0,901,0,5.965027,96,218,0,0,1
901,-70,-308,0,901,0,6.015709,99,218,0,0,1
901,-69,-308,0,901,0,6.118129,100,218,0,0,1
901,-69,-308,0,901,0,6.168724,97,218,0,0,1
901,-69,-308,0,901,0,6.322437,80,218,0,0,1
901,-69,-308,0,901,0,6.322437,70,218,0,0,1
901,-69,-308,0,901,0,6.475208,39,218,0,0,1
901,-70,-308,0,901,0,6.526131,27,218,0,0,1
901,-70,-308,0,901,0,6.628208,-8,218,0,0,1
901,-70,-308,0,901,0,6.678961,-20,218,0,0,1
901,-72,-308,0,901,0,6.781183,-51,218,0,0,1
901,-72,-308,0,901,0,6.832205,-60,218,0,0,1
901,-72,-308,0,901,0,6.93386,-78,218,0,0,1
901,-72,-308,0,901,0,6.985018,-81,218,0,0,1
901,-73,-308,0,901,0,7.035953,-84,218,0,0,1
901,-73,-308,0,901,0,7.138092,-80,218,0,0,1
901,-73,-308,0,901,0,7.188907,-75,218,0,0,1
901,-73,-308,0,901,0,7.240397,-69,218,0,0,1
901,-74,-308,0,901,0,7.342839,-45,218,0,0,1
901,-74,-308,0,901,0,7.392903,-35,218,0,0,1
901,-74,-308,0,901,0,7.495326,-2,218,0,0,1
901,-73,-308,0,901,0,7.54596,11,218,0,0,1
901,-73,-308,0,901,0,7.648407,45,218,0,0,1
901,-73,-308,0,901,0,7.698936,56,218,0,0,0
901,-72,-308,0,901,0,7.801058,80,212,-100,0,0
901,-70,-308,0,901,0,7.852072,82,207,-146,0,0
901,-70,-308,0,901,0,7.954137,73,185,-200,0,0
901,-69,-308,0,901,0,8.00501,64,176,-200,0,0
901,-69,-308,0,901,0,8.158427,37,154,-200,0,0
901,-69,-308,0,901,0,8.158427,26,144,-200,0,0
901,-68,-308,0,901,0,8.311427,-8,121,-200,0,0
901,-68,-308,0,901,0,8.362314,-20,112,-200,0,0
901,-68,-308,0,901,0,8.464838,-47,89,-200,0,0
901,-69,-308,0,901,0,8.515323,-55,80,-200,0,0
901,-69,-308,0,901,0,8.617049,-72,58,-200,0,0
901,-69,-308,0,901,0,8.668378,-74,49,-200,0,0
901,-69,-308,0,901,0,8.719173,-75,40,-200,0,0
901,-70,-308,0,901,0,8.821634,-74,17,-200,0,0
901,-70,-308,0,901,0,8.87228,-69,9,-200,0,0
901,-72,-308,0,901,0,8.92306,-62,0,-200,0,0
901,-73,-308,0,901,0,9.025531,-41,-22,-200,0,0
901,-73,-308,0,901,0,9.076218,-31,-31,-200,0,0
901,-73,-308,0,901,0,9.127324,-20,-40,-200,0,0
901,-74,-308,0,901,0,9.229635,11,-61,-148,0,0
901,-74,-308,0,901,0,9.280485,24,-67,-100,0,0
901,-73,-308,0,901,0,9.382636,66,-72,3,0,0
901,-73,-308,0,901,0,9.433274,85,-72,0,0,0
901,-72,-308,0,901,0,9.53559,124,-72,0,0,0
901,-70,-308,0,901,0,9.586411,136,-72,0,0,0
901,-70,-308,0,901,0,9.68856,155,-72,0,0,0
901,-69,-308,0,901,0,9.739795,155,-72,0,0,0
901,-69,-308,0,901,0,9.790265,154,-72,0,0,0
901,-69,-308,0,901,0,9.892929,134,-72,0,0,0
901,-69,-308,0,901,0,9.943289,122,-72,0,0,0
901,-69,-308,0,901,0,9.994334,106,-72,0,0,0
901,-69,-308,0,901,0,10.0967,61,-72,0,0,0
901,-69,-308,0,901,0,10.14726,43,-72,0,0,0
901,-68,-308,0,901,0,10.24962,-14,-72,0,0,0
901,-68,-308,0,901,0,10.30038,-35,-72,0,0,0
901,-68,-308,0,901,0,10.40284,-84,-72,0,0,0
901,-68,-308,0,901,0,10.45326,-99,-72,0,0,0
901,-69,-308,0,901,0,10.5553,-130,-72,0,0,0
901,-69,-308,0,901,0,10.60643,-136,-72,0,0,0
901,-70,-308,0,901,0,10.65763,-140,-72,0,0,0
901,-70,-308,0,901,0,10.70862,-141,-72,0,0,0
901,-70,-308,0,901,0,10.81118,-130,-72,0,0,0
901,-72,-308,0,901,0,10.86135,-122,-72,0,0,0
901,-72,-308,0,901,0,10.91247,-110,-72,0,0,0
901,-72,-308,0,901,0,10.96366,-96,-72,0,0,0
901,-73,-308,0,901,0,11.0658,-49,-72,0,0,0
901,-74,-308,0,901,0,11.11673,-30,-72,0,0,0
