"Time X-dir (sec)","X Payload Deflection (mm)","X Crane Position (mm)","X Actual Velocity (mm/sec)","X Command Velocity (mm/sec)","X Deflection Error (mm)","Time Y-dir (sec)","Y Payload Deflection (mm)","Y Crane Position (mm)","Y Actual Velocity (mm/sec)","Y Command Velocity (mm/sec)","Y Deflection Error (mm)"
0,-85,-308,0,799,0,0,17,-70,0,0,0
799,-85,-308,0,799,0,0.051042,17,-70,0,0,0
799,-85,-308,0,799,0,0.204087,12,-70,0,0,0
799,-84,-308,0,799,0,0.357068,7,-70,0,0,0
799,-84,-308,0,799,0,0.40789,6,-70,0,0,0
799,-82,-308,0,799,0,0.510029,1,-70,0,0,0
799,-82,-308,0,799,0,0.561253,0,-70,0,0,0
799,-82,-308,0,799,0,0.6630999,-2,-70,0,0,0
799,-81,-308,0,799,0,0.71408,-2,-70,0,0,0
799,-81,-308,0,799,0,0.816282,-2,-70,0,0,0
799,-81,-308,0,799,0,0.866971,-2,-70,0,0,0
799,-80,-308,0,799,0,0.969161,0,-70,0,0,0
799,-80,-308,0,799,0,1.020029,1,-70,0,0,0
799,-80,-308,0,799,0,1.121796,5,-70,0,0,0
799,-80,-308,0,799,0,1.173097,6,-70,0,0,0
799,-81,-308,0,799,0,1.27478,11,-70,0,0,0
799,-81,-308,0,799,0,1.326059,12,-70,0,0,0
799,-82,-308,0,799,0,1.479645,16,-70,0,0,0
799,-82,-308,0,799,0,1.52989,17,-70,0,0,0
799,-84,-308,0,799,0,1.632519,18,-70,0,0,0
799,-84,-308,0,799,0,1.682775,18,-70,0,0,0
799,-85,-308,0,799,0,1.785534,18,-70,0,0,0
799,-85,-308,0,799,0,1.835862,17,-70,0,0,0
799,-85,-308,0,799,0,1.938823,13,-70,0,0,0
799,-85,-308,0,799,0,1.988946,12,-70,0,0,0
799,-85,-308,0,799,0,2.091145,8,-70,0,0,0
799,-84,-308,0,799,0,2.142,6,-70,0,0,0
799,-84,-308,0,799,0,2.244652,2,-70,0,0,0
