"Time X-dir (sec)","X Payload Deflection (mm)","X Crane Position (mm)","X Actual Velocity (mm/sec)","X Command Velocity (mm/sec)","X Deflection Error (mm)","Time Y-dir (sec)","Y Payload Deflection (mm)","Y Crane Position (mm)","Y Actual Velocity (mm/sec)","Y Command Velocity (mm/sec)","Y Deflection Error (mm)"
0,-49,-308,0,1201,0,0,13,-69,0,0,0
1201,-49,-308,0,1201,0,0.047482,13,-69,0,0,0
1201,-49,-308,0,1201,0,0.098555,13,-69,0,0,0
1201,-49,-308,0,1201,0,0.098555,14,-69,0,0,0
1201,-49,-308,0,1201,0,0.251856,13,-69,0,0,0
1201,-49,-308,0,1201,0,0.251856,13,-69,0,0,0
1201,-49,-308,0,1201,0,0.302822,13,-69,0,0,0
1201,-49,-308,0,1201,0,0.353612,12,-69,0,0,0
1201,-49,-308,0,1201,0,0.455682,11,-69,0,0,0
1201,-49,-308,0,1201,0,0.506579,10,-69,0,0,0
1201,-49,-308,0,1201,0,0.557675,8,-69,0,0,0
1201,-49,-308,0,1201,0,0.608785,7,-69,0,0,0
1201,-49,-308,0,1201,0,0.710964,5,-69,0,0,0
1201,-49,-308,0,1201,0,0.76177,5,-69,0,0,0
1201,-49,-308,0,1201,0,0.812635,4,-69,0,0,0
1201,-49,-308,0,1201,0,0.863545,2,-69,0,0,0
1201,-48,-308,0,1201,0,0.966006,1,-69,23,0,1
1201,-48,-308,0,1201,0,1.01674,0,-67,50,0,1
1201,-48,-308,0,1201,0,1.01674,1,-65,50,0,1
1201,-48,-308,0,1201,0,1.067952,1,-62,50,0,1
1201,-48,-308,0,1201,0,1.169712,6,-57,50,0,1
1201,-48,-308,0,1201,0,1.220906,8,-55,50,0,1
1201,-48,-308,0,1201,0,1.271678,10,-53,50,0,1
1201,-48,-308,0,1201,0,1.322838,11,-51,50,0,1
1201,-48,-308,0,1201,0,1.425389,14,-45,50,0,1
1201,-48,-308,0,1201,0,1.475886,16,-43,50,0,1
1201,-47,-308,0,1201,0,1.526944,17,-41,50,0,1
1201,-48,-308,0,1201,0,1.577838,17,-39,50,0,1
1201,-48,-308,0,1201,0,1.680369,19,-33,50,0,1
1201,-48,-308,0,1201,0,1.730809,19,-31,50,0,1
1201,-48,-308,0,1201,0,1.781964,19,-29,50,0,1
1201,-48,-308,0,1201,0,1.781964,18,-27,50,0,1
1201,-49,-308,0,1201,0,1.934876,19,-17,141,0,1
1201,-49,-308,0,1201,0,1.934876,20,-10,150,0,1
1201,-49,-308,0,1201,0,1.986189,23,-2,150,0,1
1201,-49,-308,0,1201,0,2.036938,25,5,150,0,1
1201,-50,-308,0,1201,0,2.139065,31,19,150,0,1
1201,-49,-308,0,1201,0,2.189941,32,25,150,0,1
1201,-49,-308,0,1201,0,2.240919,33,32,150,0,1
1201,-49,-308,0,1201,0,2.291972,35,38,150,0,1
1201,-50,-308,0,1201,0,2.394312,33,55,140,0,1
1201,-50,-308,0,1201,0,2.445093,33,60,100,0,1
1201,-50,-308,0,1201,0,2.49581,31,64,100,0,1
1201,-50,-308,0,1201,0,2.49581,29,68,100,0,1
1201,-50,-308,0,1201,0,2.649318,17,79,100,0,1
1201,-50,-308,0,1201,0,2.649318,13,84,100,0,1
1201,-50,-308,0,1201,0,2.700141,8,89,100,0,1
1201,-50,-308,0,1201,0,2.751255,5,94,100,0,1
1201,-49,-308,0,1201,0,2.801909,0,100,137,0,1
1201,-49,-308,0,1201,0,2.853126,-5,108,188,0,1
1201,-50,-308,0,1201,0,2.955099,-10,122,200,0,1
1201,-49,-308,0,1201,0,3.006101,-8,131,200,0,1
1201,-49,-308,0,1201,0,3.057099,-8,139,200,0,1
1201,-49,-308,0,1201,0,3.057099,-7,149,200,0,1
1201,-48,-308,0,1201,0,3.10806,-7,159,200,0,1
1201,-49,-308,0,1201,0,3.159188,-6,169,200,0,1
1201,-49,-308,0,1201,0,3.210402,-5,179,200,0,1
1201,-48,-308,0,1201,0,3.312059,0,194,200,0,1
1201,-48,-308,0,1201,0,3.36318,1,203,200,0,1
1201,-48,-308,0,1201,0,3.413985,2,210,157,0,1
1201,-49,-308,0,1201,0,3.413985,4,216,112,0,1
1201,-49,-308,0,1201,0,3.465239,4,221,100,0,1
1201,-49,-308,0,1201,0,3.516221,2,226,100,0,1
1201,-48,-308,0,1201,0,3.61824,-4,235,100,0,1
1201,-49,-308,0,1201,0,3.669227,-5,240,100,0,1
1201,-49,-308,0,1201,0,3.720162,-6,244,100,0,1
1201,-49,-308,0,1201,0,3.771157,-6,248,100,0,1
1201,-48,-308,0,1201,0,3.822276,-7,252,100,0,1
1201,-48,-308,0,1201,0,3.822276,-8,257,100,0,1
1201,-49,-308,0,1201,0,3.975738,-8,268,100,0,1
1201,-49,-308,0,1201,0,3.975738,-8,272,100,0,1
1201,-49,-308,0,1201,0,4.026218,-10,277,100,0,1
1201,-49,-308,0,1201,0,4.077325,-10,283,100,0,1
1201,-49,-308,0,1201,0,4.128377,-8,288,100,0,1
1201,-50,-308,0,1201,0,4.179287,-6,293,100,0,1
1201,-50,-308,0,1201,0,4.281342,-4,299,96,0,1
1201,-50,-308,0,1201,0,4.332241,-2,302,54,0,1
1201,-50,-308,0,1201,0,4.332241,-2,304,9,0,1
1201,-51,-308,0,1201,0,4.383398,-2,304,-1,0,1
1201,-51,-308,0,1201,0,4.43444,-4,304,0,0,1
1201,-51,-308,0,1201,0,4.48573,-5,304,0,0,1
1201,-50,-308,0,1201,0,4.587348,-8,304,0,0,1
1201,-51,-308,0,1201,0,4.638186,-10,304,0,0,1
1201,-51,-308,0,1201,0,4.689213,-11,304,0,0,1
1201,-51,-308,0,1201,0,4.740391,-11,304,0,0,1
1201,-51,-308,0,1201,0,4.740391,-11,304,0,0,1
1201,-51,-308,0,1201,0,4.791341,-11,304,0,0,1
1201,-51,-308,0,1201,0,4.893454,-10,304,0,0,1
1201,-51,-308,0,1201,0,4.944229,-8,304,0,0,1
1201,-50,-308,0,1201,0,4.995323,-7,304,0,0,1
1201,-51,-308,0,1201,0,5.046438,-6,304,0,0,1
1201,-51,-308,0,1201,0,5.097237,-5,304,0,0,1
1201,-51,-308,0,1201,0,5.097237,-4,304,0,0,1
1201,-50,-308,0,1201,0,5.250842,2,304,0,0,1
1201,-50,-308,0,1201,0,5.250842,4,304,0,0,1
1201,-50,-308,0,1201,0,5.301462,6,304,0,0,1
1201,-50,-308,0,1201,0,5.352576,8,304,0,0,1
1201,-50,-308,0,1201,0,5.403394,11,304,0,0,1
1201,-49,-308,0,1201,0,5.454444,12,304,0,0,1
1201,-49,-308,0,1201,0,5.556311,17,304,0,0,1
1201,-49,-308,0,1201,0,5.60731,19,304,0,0,1
1201,-49,-308,0,1201,0,5.658475,20,304,0,0,1
1201,-49,-308,0,1201,0,5.658475,21,304,0,0,1
1201,-49,-308,0,1201,0,5.709402,23,304,0,0,1
1201,-49,-308,0,1201,0,5.76047,23,304,0,0,1
1201,-49,-308,0,1201,0,5.862322,24,304,0,0,1
1201,-49,-308,0,1201,0,5.913588,24,304,0,0,1
1201,-49,-308,0,1201,0,5.964617,24,304,0,0,1
1201,-49,-308,0,1201,0,6.015527,23,304,0,0,1
1201,-49,-308,0,1201,0,6.015527,23,304,0,0,1
1201,-49,-308,0,1201,0,6.066486,21,304,0,0,1
1201,-49,-308,0,1201,0,6.168406,18,304,0,0,1
1201,-49,-308,0,1201,0,6.21942,16,304,0,0,1
1201,-49,-308,0,1201,0,6.27063,14,304,0,0,1
1201,-49,-308,0,1201,0,6.321468,12,304,0,0,1
1201,-49,-308,0,1201,0,6.372445,10,304,0,0,1
1201,-50,-308,0,1201,0,6.423686,8,304,0,0,1
1201,-50,-308,0,1201,0,6.526271,2,304,0,0,1
1201,-50,-308,0,1201,0,6.576683,1,304,0,0,1
1201,-50,-308,0,1201,0,6.576683,-1,304,0,0,1
1201,-50,-308,0,1201,0,6.62766,-2,304,0,0,1
1201,-50,-308,0,1201,0,6.678713,-5,304,0,0,1
1201,-50,-308,0,1201,0,6.729934,-6,304,0,0,1
1201,-51,-308,0,1201,0,6.831659,-8,304,0,0,1
1201,-51,-308,0,1201,0,6.882926,-10,304,0,0,1
1201,-51,-308,0,1201,0,6.937221,-10,304,0,0,1
1201,-51,-308,0,1201,0,6.937221,-11,304,0,0,1
1201,-51,-308,0,1201,0,6.984571,-11,304,0,0,1
1201,-51,-308,0,1201,0,7.036049,-11,304,0,0,1
1201,-51,-308,0,1201,0,7.086711,-10,304,0,0,1
1201,-51,-308,0,1201,0,7.188774,-7,304,0,0,1
1201,-51,-308,0,1201,0,7.239727,-6,304,0,0,1
1201,-51,-308,0,1201,0,7.290592,-5,304,0,0,1
1201,-51,-308,0,1201,0,7.341727,-4,304,0,0,1
1201,-50,-308,0,1201,0,7.341727,-1,304,0,0,1
1201,-50,-308,0,1201,0,7.392762,0,304,0,0,1
1201,-50,-308,0,1201,0,7.444009,2,304,0,0,1
1201,-50,-308,0,1201,0,7.545719,7,304,0,0,1
1201,-50,-308,0,1201,0,7.596615,10,304,0,0,1
1201,-50,-308,0,1201,0,7.647943,12,304,0,0,1
1201,-49,-308,0,1201,0,7.69871,13,304,0,0,1
1201,-49,-308,0,1201,0,7.69871,16,304,0,0,1
1201,-49,-308,0,1201,0,7.749805,17,304,0,0,1
1201,-49,-308,0,1201,0,7.851763,20,304,0,0,1
1201,-49,-308,0,1201,0,7.902571,21,304,0,0,1
1201,-49,-308,0,1201,0,7.953931,23,304,0,0,1
1201,-49,-308,0,1201,0,8.004736,23,304,0,0,1
1201,-49,-308,0,1201,0,8.055876,24,304,0,0,1
1201,-49,-308,0,1201,0,8.106931,24,304,0,0,1
1201,-49,-308,0,1201,0,8.209218,23,304,0,0,1
1201,-49,-308,0,1201,0,8.209218,21,304,0,0,1
1201,-49,-308,0,1201,0,8.260119,21,304,0,0,1
1201,-49,-308,0,1201,0,8.311264,20,304,0,0,1
1201,-49,-308,0,1201,0,8.361902,19,304,0,0,1
1201,-49,-308,0,1201,0,8.413045,17,304,0,0,1
1201,-49,-308,0,1201,0,8.514783,12,304,0,0,1
1201,-49,-308,0,1201,0,8.566336,11,304,0,0,1
1201,-49,-308,0,1201,0,8.616845,8,304,0,0,1
1201,-50,-308,0,1201,0,8.616845,6,304,0,0,1
1201,-50,-308,0,1201,0,8.667872,5,304,0,0,1
1201,-50,-308,0,1201,0,8.718976,2,304,0,0,1
1201,-50,-308,0,1201,0,8.769913,1,304,0,0,1
1201,-50,-308,0,1201,0,8.872068,-4,304,0,0,1
1201,-50,-308,0,1201,0,8.922875,-5,304,0,0,1
1201,-50,-308,0,1201,0,8.973906,-7,304,0,0,1
1201,-51,-308,0,1201,0,8.973906,-7,304,0,0,1
1201,-51,-308,0,1201,0,9.025039,-8,304,0,0,1
1201,-51,-308,0,1201,0,9.076239,-10,304,0,0,1
1201,-51,-308,0,1201,0,9.126946,-10,304,0,0,1
1201,-51,-308,0,1201,0,9.228956,-10,304,0,0,1
1201,-51,-308,0,1201,0,9.280028,-10,304,0,0,1
1201,-51,-308,0,1201,0,9.331056,-8,304,0,0,1
1201,-51,-308,0,1201,0,9.382029,-8,304,0,0,1
1201,-51,-308,0,1201,0,9.382029,-7,304,0,0,1
1201,-51,-308,0,1201,0,9.433035,-6,304,0,0,1
1201,-51,-308,0,1201,0,9.484242,-5,304,0,0,1
1201,-50,-308,0,1201,0,9.585983,0,304,0,0,1
1201,-50,-308,0,1201,0,9.637135,2,304,0,0,1
1201,-50,-308,0,1201,0,9.687951,4,304,0,0,1
1201,-50,-308,0,1201,0,9.738964,6,304,0,0,1
1201,-50,-308,0,1201,0,9.738964,8,304,0,0,1
1201,-50,-308,0,1201,0,9.790237,10,304,0,0,1
1201,-49,-308,0,1201,0,9.892037,14,304,0,0,1
1201,-49,-308,0,1201,0,9.943211,17,304,0,0,1
1201,-49,-308,0,1201,0,9.993992,18,304,0,0,1
1201,-49,-308,0,1201,0,10.04499,19,304,0,0,1
1201,-49,-308,0,1201,0,10.09622,20,304,0,0,1
1201,-49,-308,0,1201,0,10.14699,21,304,0,0,1
1201,-49,-308,0,1201,0,10.24952,23,304,0,0,1
1201,-49,-308,0,1201,0,10.24952,23,304,0,0,1
1201,-49,-308,0,1201,0,10.30023,23,304,0,0,1
1201,-49,-308,0,1201,0,10.35109,23,304,0,0,1
1201,-49,-308,0,1201,0,10.40234,23,304,0,0,1
1201,-49,-308,0,1201,0,10.45323,21,304,0,0,1
1201,-49,-308,0,1201,0,10.5553,18,304,0,0,1
1201,-49,-308,0,1201,0,10.60615,17,304,0,0,1
1201,-49,-308,0,1201,0,10.65708,16,304,0,0,1
1201,-49,-308,0,1201,0,10.65708,14,304,0,0,1
1201,-49,-308,0,1201,0,10.70892,12,304,0,0,1
1201,-49,-308,0,1201,0,10.75922,10,304,0,0,1
1201,-49,-308,0,1201,0,10.81027,8,304,0,0,1
1201,-50,-308,0,1201,0,10.9122,2,304,0,0,1
1201,-50,-308,0,1201,0,10.96317,1,304,0,0,1
1201,-50,-308,0,1201,0,11.01446,-1,304,0,0,1
1201,-50,-308,0,1201,0,11.01446,-2,304,0,0,1
1201,-50,-308,0,1201,0,11.06522,-4,304,0,0,1
1201,-50,-308,0,1201,0,11.11633,-5,304,0,0,1
1201,-51,-308,0,1201,0,11.21831,-8,304,0,0,1
1201,-51,-308,0,1201,0,11.26915,-8,304,0,0,1
1201,-51,-308,0,1201,0,11.32052,-10,304,0,0,1
1201,-51,-308,0,1201,0,11.37128,-10,304,0,0,1
1201,-51,-308,0,1201,0,11.42218,-10,304,0,0,1
1201,-51,-308,0,1201,0,11.42218,-10,304,0,0,1
1201,-51,-308,0,1201,0,11.57563,-8,304,0,0,1
1201,-51,-308,0,1201,0,11.57563,-7,304,0,0,1
1201,-51,-308,0,1201,0,11.62655,-6,304,0,0,1
1201,-51,-308,0,1201,0,11.67774,-5,304,0,0,1
1201,-51,-308,0,1201,0,11.72841,-2,304,0,0,1
1201,-51,-308,0,1201,0,11.77967,-1,304,0,0,1
1201,-50,-308,0,1201,0,11.88142,4,304,0,0,1
1201,-50,-308,0,1201,0,11.93247,6,304,0,0,1
1201,-50,-308,0,1201,0,11.93247,7,304,0,0,1
1201,-50,-308,0,1201,0,11.98351,10,304,0,0,1
1201,-50,-308,0,1201,0,12.03447,12,304,0,0,1
1201,-50,-308,0,1201,0,12.08609,13,304,0,0,1
1201,-49,-308,0,1201,0,12.18751,18,304,0,0,1
1201,-49,-308,0,1201,0,12.23855,19,304,0,0,1
1201,-49,-308,0,1201,0,12.28964,20,304,0,0,1
1201,-49,-308,0,1201,0,12.3407,21,304,0,0,1
1201,-49,-308,0,1201,0,12.3407,21,304,0,0,1
1201,-49,-308,0,1201,0,12.3917,23,304,0,0,1
1201,-49,-308,0,1201,0,12.44253,23,304,0,0,1
1201,-49,-308,0,1201,0,12.54457,23,304,0,0,1
1201,-49,-308,0,1201,0,12.59544,21,304,0,0,1
1201,-49,-308,0,1201,0,12.6464,21,304,0,0,1
1201,-49,-308,0,1201,0,12.69787,20,304,0,0,1
1201,-49,-308,0,1201,0,12.69787,19,304,0,0,1
1201,-49,-308,0,1201,0,12.74862,18,304,0,0,1
1201,-49,-308,0,1201,0,12.79957,17,304,0,0,1
1201,-49,-308,0,1201,0,12.9017,12,304,0,0,1
1201,-49,-308,0,1201,0,12.95252,11,304,0,0,1
1201,-49,-308,0,1201,0,13.0038,8,304,0,0,1
1201,-49,-308,0,1201,0,13.05454,6,304,0,0,1
1201,-49,-308,0,1201,0,13.05454,5,304,0,0,1
1201,-50,-308,0,1201,0,13.10582,2,304,0,0,1
1201,-50,-308,0,1201,0,13.25919,-4,304,0,0,1
1201,-50,-308,0,1201,0,13.30969,-5,304,0,0,1
1201,-50,-308,0,1201,0,13.36065,-6,304,0,0,1
1201,-51,-308,0,1201,0,13.41155,-7,304,0,0,1
1201,-51,-308,0,1201,0,13.46276,-8,304,0,0,1
1201,-51,-308,0,1201,0,13.56491,-10,304,0,0,1
1201,-51,-308,0,1201,0,13.61576,-10,304,0,0,1
1201,-51,-308,0,1201,0,13.61576,-10,304,0,0,1
1201,-51,-308,0,1201,0,13.66706,-8,304,0,0,1
1201,-51,-308,0,1201,0,13.7177,-8,304,0,0,1
1201,-51,-308,0,1201,0,13.76904,-7,304,0,0,1
1201,-51,-308,0,1201,0,13.87066,-4,304,0,0,1
1201,-51,-308,0,1201,0,13.92177,-2,304,0,0,1
1201,-51,-308,0,1201,0,13.97274,-1,304,0,0,1
1201,-51,-308,0,1201,0,14.02366,1,304,0,0,1
1201,-50,-308,0,1201,0,14.02366,2,304,0,0,1
1201,-50,-308,0,1201,0,14.0749,5,304,0,0,1
1201,-50,-308,0,1201,0,14.17671,10,304,0,0,1
1201,-50,-308,0,1201,0,14.22783,11,304,0,0,1
1201,-50,-308,0,1201,0,14.27877,13,304,0,0,1
1201,-50,-308,0,1201,0,14.32967,14,304,0,0,1
1201,-50,-308,0,1201,0,14.381,17,304,0,0,1
1201,-49,-308,0,1201,0,14.381,18,304,0,0,1
1201,-49,-308,0,1201,0,14.43189,19,304,0,0,1
1201,-49,-308,0,1201,0,14.53402,21,304,0,0,1
1201,-49,-308,0,1201,0,14.58481,21,304,0,0,1
1201,-49,-308,0,1201,0,14.63565,23,304,0,0,1
1201,-49,-308,0,1201,0,14.68701,23,304,0,0,1
1201,-49,-308,0,1201,0,14.73778,23,304,0,0,1
1201,-49,-308,0,1201,0,14.73778,21,304,0,0,1
1201,-49,-308,0,1201,0,14.78878,21,304,0,0,1
1201,-49,-308,0,1201,0,14.89077,19,304,0,0,1
1201,-49,-308,0,1201,0,14.94176,18,304,0,0,1
1201,-49,-308,0,1201,0,14.993,17,304,0,0,1
1201,-49,-308,0,1201,0,15.04374,14,304,0,0,1
1201,-49,-308,0,1201,0,15.0948,13,304,0,0,1
1201,-49,-308,0,1201,0,15.14593,12,304,0,0,1
1201,-49,-308,0,1201,0,15.24809,6,304,0,0,1
1201,-49,-308,0,1201,0,15.29912,5,304,0,0,1
1201,-50,-308,0,1201,0,15.29912,2,304,0,0,1
1201,-50,-308,0,1201,0,15.34998,1,304,0,0,1
1201,-50,-308,0,1201,0,15.40106,-1,304,0,0,1
1201,-50,-308,0,1201,0,15.45209,-2,304,0,0,1
1201,-50,-308,0,1201,0,15.55387,-6,304,0,0,1
1201,-50,-308,0,1201,0,15.60511,-7,304,0,0,1
1201,-50,-308,0,1201,0,15.65594,-7,304,0,0,1
1201,-51,-308,0,1201,0,15.65594,-8,304,0,0,1
1201,-51,-308,0,1201,0,15.70704,-8,304,0,0,1
1201,-51,-308,0,1201,0,15.7582,-8,304,0,0,1
1201,-51,-308,0,1201,0,15.85991,-8,304,0,0,1
1201,-51,-308,0,1201,0,15.91109,-7,304,0,0,1
1201,-51,-308,0,1201,0,15.96199,-7,304,0,0,1
1201,-51,-308,0,1201,0,16.01291,-6,304,0,0,1
1201,-51,-308,0,1201,0,16.06424,-5,304,0,0,0
1201,-51,-308,0,1201,0,16.06424,-4,304,-7,0,0
1201,-51,-308,0,1201,0,16.21718,0,299,-50,0,0
1201,-50,-308,0,1201,0,16.21718,0,297,-50,0,0
1201,-50,-308,0,1201,0,16.26816,0,294,-50,0,0
1201,-50,-308,0,1201,0,16.31916,0,292,-50,0,0
1201,-50,-308,0,1201,0,16.37027,-1,289,-50,0,0
1201,-50,-308,0,1201,0,16.4215,0,287,-50,0,0
