frequency_hz,num_samples,time_start_s,time_end_s,duration_s,amplitude_set,command_peak_est,angle_peak_est,velocity_peak_est
1.0,27094,118.528677,132.111948,13.58327100000001,350.0,349.999997,1425.100994,278.893834
